,book_id,recommendation_1,recommendation_2,recommendation_3,recommendation_4,recommendation_5,team_id,model_id
102,39957,11244,18389,13295,43574,66448,dataminerz,ensemble
103,1519,32661,74889,13332,1701,1519,dataminerz,ensemble
104,10075,53821,1829,39367,41819,75743,dataminerz,ensemble
105,25209,50455,16096,26137,29399,60992,dataminerz,ensemble
106,7108,70525,11212,18508,36712,38843,dataminerz,ensemble
107,67848,2134,59342,13239,28141,56174,dataminerz,ensemble
108,40424,59553,1555,27981,31931,17170,dataminerz,ensemble
109,72523,20102,53695,18375,27245,38829,dataminerz,ensemble
110,60588,19399,8983,17240,18450,34342,dataminerz,ensemble
111,21315,10581,25880,41558,29133,59438,dataminerz,ensemble
112,50356,9795,60780,64507,39253,30237,dataminerz,ensemble
113,75904,55151,12143,33851,70640,45384,dataminerz,ensemble
114,17240,17240,24720,73476,38084,21890,dataminerz,ensemble
115,24218,56382,24100,31143,59746,74846,dataminerz,ensemble
116,21949,50293,50452,66889,71418,75010,dataminerz,ensemble
117,6478,46055,57480,4092,19379,24367,dataminerz,ensemble
118,76242,33936,34861,7713,14076,27368,dataminerz,ensemble
119,71112,13239,19632,43813,78353,1359,dataminerz,ensemble
120,76437,36210,76437,62079,65788,10659,dataminerz,ensemble
121,52656,39150,35061,11824,23787,17966,dataminerz,ensemble
122,10304,9619,11381,4832,17969,30390,dataminerz,ensemble
123,25399,37773,52995,505,4867,55695,dataminerz,ensemble
124,71619,32512,42174,2094,17431,63599,dataminerz,ensemble
125,31439,73109,26728,10924,54041,19103,dataminerz,ensemble
126,14323,5087,8369,25301,19669,32853,dataminerz,ensemble
127,10842,41090,73856,4532,31115,12416,dataminerz,ensemble
128,39515,76795,24060,48838,22363,59685,dataminerz,ensemble
129,59732,56193,22208,25462,25524,48644,dataminerz,ensemble
130,56452,42610,46124,10717,35069,69534,dataminerz,ensemble
131,53496,76391,21468,24141,34484,48548,dataminerz,ensemble
132,27903,27903,57993,31123,33456,45256,dataminerz,ensemble
133,53672,59190,8706,34422,43318,60509,dataminerz,ensemble
134,29813,8629,77724,46995,8436,24600,dataminerz,ensemble
135,67909,36080,54097,18180,22621,35116,dataminerz,ensemble
136,36620,37163,4800,19382,5027,9895,dataminerz,ensemble
137,44197,56817,13725,20660,44657,4529,dataminerz,ensemble
138,68772,54858,31439,32233,61531,67599,dataminerz,ensemble
139,72058,5519,18014,40255,74847,76219,dataminerz,ensemble
140,17921,71215,36970,2264,27605,34337,dataminerz,ensemble
141,67832,7275,33157,50969,59003,76949,dataminerz,ensemble
142,73203,56074,76589,76880,23723,40250,dataminerz,ensemble
143,30873,26519,44506,6557,50040,5409,dataminerz,ensemble
144,46059,16119,77948,56059,77440,78966,dataminerz,ensemble
145,49615,24854,77442,18900,22681,35311,dataminerz,ensemble
146,76629,70993,9763,14797,49538,58913,dataminerz,ensemble
147,55488,29054,61837,20498,53086,11510,dataminerz,ensemble
148,30713,24147,46982,27087,32661,44013,dataminerz,ensemble
149,3527,77268,41927,68326,2600,48566,dataminerz,ensemble
150,52884,59444,25667,8511,12146,28062,dataminerz,ensemble
151,48270,4820,7822,8358,15966,41358,dataminerz,ensemble
152,18224,26150,6651,20152,28015,29141,dataminerz,ensemble
153,39309,29309,74173,7756,45902,66333,dataminerz,ensemble
154,11265,12154,20589,29513,38872,77342,dataminerz,ensemble
155,8288,46223,27851,27897,33073,40492,dataminerz,ensemble
156,40312,56098,35291,54037,49558,58428,dataminerz,ensemble
157,35418,77349,67381,26181,69023,61769,dataminerz,ensemble
158,78181,67157,71797,13504,59186,57825,dataminerz,ensemble
159,8859,45937,19533,48895,52305,67861,dataminerz,ensemble
160,3875,20794,57366,47583,75245,65369,dataminerz,ensemble
161,17348,34683,48763,22991,33905,41811,dataminerz,ensemble
162,37321,14594,43298,74097,77199,23645,dataminerz,ensemble
163,22277,13484,29480,38971,44657,75002,dataminerz,ensemble
164,52705,13608,7946,25196,65628,24815,dataminerz,ensemble
165,26856,30674,61414,65092,71367,6508,dataminerz,ensemble
166,36095,54550,3281,25513,71455,73625,dataminerz,ensemble
167,66497,61673,72044,35353,56174,49887,dataminerz,ensemble
168,55326,40630,2845,16232,28989,28990,dataminerz,ensemble
169,3959,5022,62983,11737,4836,65301,dataminerz,ensemble
170,66928,25666,53743,59684,66649,59274,dataminerz,ensemble
171,23159,65708,64461,28475,46377,52305,dataminerz,ensemble
172,76762,64261,71574,67401,68294,72285,dataminerz,ensemble
173,73748,6271,14841,64606,67653,75594,dataminerz,ensemble
174,8248,15605,63739,19533,50163,27477,dataminerz,ensemble
175,39766,45700,12746,58703,67161,77349,dataminerz,ensemble
176,49234,28502,18798,29736,43043,71515,dataminerz,ensemble
177,23366,23809,9188,11886,17136,38911,dataminerz,ensemble
178,59734,6015,5769,54828,12430,31955,dataminerz,ensemble
179,41020,52908,5815,29204,34004,41020,dataminerz,ensemble
180,74389,3400,20439,21803,74619,78983,dataminerz,ensemble
181,8538,54183,61252,72290,27667,60657,dataminerz,ensemble
182,40113,3266,59274,76743,61589,45316,dataminerz,ensemble
183,32980,20575,758,3140,60791,68018,dataminerz,ensemble
184,47068,75129,77349,33556,36310,45700,dataminerz,ensemble
185,20083,10456,41369,18928,15227,20083,dataminerz,ensemble
186,31728,76427,17113,78766,27692,53828,dataminerz,ensemble
187,52192,67096,1790,19023,19067,45380,dataminerz,ensemble
188,62732,37878,56972,25623,62732,63730,dataminerz,ensemble
189,30746,11042,54492,34655,18783,23352,dataminerz,ensemble
190,22622,17235,33485,50711,55552,60509,dataminerz,ensemble
191,54612,32484,74214,8526,27860,48644,dataminerz,ensemble
192,59032,8548,8615,10486,17019,42141,dataminerz,ensemble
193,26385,10211,35050,42255,13462,35470,dataminerz,ensemble
194,65461,1232,63157,76391,77850,5857,dataminerz,ensemble
195,54835,72155,55611,33202,65038,73277,dataminerz,ensemble
196,54737,56766,31260,45467,75990,2653,dataminerz,ensemble
197,76905,60579,24337,9851,31395,62308,dataminerz,ensemble
198,45093,48043,60731,65987,37146,8456,dataminerz,ensemble
199,31273,4384,7440,13758,55673,54369,dataminerz,ensemble
200,851,71544,34821,12052,63068,11286,dataminerz,ensemble
201,16935,8678,9353,25666,36917,44464,dataminerz,ensemble
202,28379,65038,70109,25635,7383,10507,dataminerz,ensemble
203,17009,39593,65400,12978,27263,47864,dataminerz,ensemble
204,1486,33672,37191,58916,68695,10843,dataminerz,ensemble
205,62630,46876,50751,43818,8156,12804,dataminerz,ensemble
206,34682,23935,19678,54901,44317,43739,dataminerz,ensemble
207,6741,2067,78220,33874,69059,29470,dataminerz,ensemble
208,20852,15614,32443,35389,67505,76391,dataminerz,ensemble
209,22265,57787,93,12704,35601,62264,dataminerz,ensemble
210,2244,40311,15538,70797,10005,43930,dataminerz,ensemble
211,26396,15451,18178,40692,41024,69494,dataminerz,ensemble
212,48796,34460,71448,12413,44094,48796,dataminerz,ensemble
213,45501,20817,47121,32324,50699,46656,dataminerz,ensemble
214,26445,69023,36135,40267,50514,54041,dataminerz,ensemble
215,457,25814,65193,6546,13210,18006,dataminerz,ensemble
216,35752,11898,52589,44203,55423,27399,dataminerz,ensemble
217,47491,55961,8638,12551,50339,60211,dataminerz,ensemble
218,43762,76611,20939,12730,27775,64370,dataminerz,ensemble
219,23599,12365,27857,49255,51955,65169,dataminerz,ensemble
220,13325,72120,48543,55351,40692,41176,dataminerz,ensemble
221,3273,5089,22911,3070,48287,30799,dataminerz,ensemble
222,2257,78155,25408,37600,50867,67779,dataminerz,ensemble
223,34670,11128,17464,19533,36970,62609,dataminerz,ensemble
224,74105,66333,29739,32740,44444,66156,dataminerz,ensemble
225,35720,543,8354,11047,36916,41884,dataminerz,ensemble
226,71526,17629,24840,71711,74779,50656,dataminerz,ensemble
227,21737,13452,11372,10036,22459,12483,dataminerz,ensemble
228,7860,60623,3655,32571,47314,78900,dataminerz,ensemble
229,41648,30485,63435,18955,37632,67667,dataminerz,ensemble
230,1640,48096,69296,59530,7920,77417,dataminerz,ensemble
231,33814,45991,670,30192,54509,54531,dataminerz,ensemble
232,19717,27087,24147,40738,64179,73465,dataminerz,ensemble
233,78998,19321,30283,40412,3652,25976,dataminerz,ensemble
234,23643,879,3819,5024,6206,14519,dataminerz,ensemble
235,68712,68712,29003,67653,68131,31972,dataminerz,ensemble
236,63739,62484,43234,38178,32542,9542,dataminerz,ensemble
237,42328,46711,7695,56594,63795,77821,dataminerz,ensemble
238,23446,41430,9556,64681,31423,63207,dataminerz,ensemble
239,21285,37135,19466,39055,28431,32899,dataminerz,ensemble
240,72959,61937,8231,29943,40648,71057,dataminerz,ensemble
241,8548,63080,13799,51977,76100,39224,dataminerz,ensemble
242,21221,60126,24564,39220,77383,21221,dataminerz,ensemble
243,12564,10988,873,50498,9024,64907,dataminerz,ensemble
244,9577,20477,35373,13939,46455,47430,dataminerz,ensemble
245,29381,1335,7191,33556,43470,16525,dataminerz,ensemble
246,19688,6994,37877,48463,60159,72038,dataminerz,ensemble
247,45195,31546,3873,30961,46729,6304,dataminerz,ensemble
248,22775,25666,63722,45316,10303,55334,dataminerz,ensemble
249,13131,26281,28354,42680,11978,13420,dataminerz,ensemble
250,8861,50588,54253,59626,16016,64343,dataminerz,ensemble
251,1680,36172,61153,6102,20224,26843,dataminerz,ensemble
252,62200,182,62200,31326,50924,61918,dataminerz,ensemble
253,73868,6507,56174,50861,59224,66522,dataminerz,ensemble
254,7666,76874,23738,24290,10933,27124,dataminerz,ensemble
255,7084,23233,23314,52608,7084,19546,dataminerz,ensemble
256,74586,15256,8557,8756,21350,21798,dataminerz,ensemble
257,2335,22412,1016,14066,43776,56174,dataminerz,ensemble
258,22877,22368,40142,49255,4622,8698,dataminerz,ensemble
259,68509,32483,34056,24083,48463,71515,dataminerz,ensemble
260,28737,47261,28062,28112,44013,62005,dataminerz,ensemble
261,66339,77713,32360,4277,15297,49825,dataminerz,ensemble
262,49803,36588,14526,19054,19525,21103,dataminerz,ensemble
263,14189,20470,33840,45599,25493,34616,dataminerz,ensemble
264,9884,6090,38025,8780,73586,56730,dataminerz,ensemble
265,67630,56185,55709,1520,53846,10840,dataminerz,ensemble
266,11407,78900,11407,37285,1050,32571,dataminerz,ensemble
267,8384,11822,19972,46537,56636,59711,dataminerz,ensemble
268,75345,73033,21026,29103,56762,36993,dataminerz,ensemble
269,45841,21587,40799,572,23787,40250,dataminerz,ensemble
270,63764,22201,10865,72566,77524,64431,dataminerz,ensemble
271,70197,19157,13442,70197,34964,9133,dataminerz,ensemble
272,32109,15920,61806,44866,74502,41040,dataminerz,ensemble
273,30434,36062,32675,25674,69062,68930,dataminerz,ensemble
274,45358,16016,10153,21877,26786,28143,dataminerz,ensemble
275,52721,64719,69954,76240,44588,20354,dataminerz,ensemble
276,58820,23641,20497,30112,55210,52221,dataminerz,ensemble
277,70803,63341,6709,19067,56382,74846,dataminerz,ensemble
278,50338,19533,67861,32060,48148,54183,dataminerz,ensemble
279,66493,20239,8339,39767,48644,19088,dataminerz,ensemble
280,52519,25470,30356,57401,70941,78290,dataminerz,ensemble
281,37378,24085,24107,27746,32945,40142,dataminerz,ensemble
282,49952,53106,11892,35021,47223,49747,dataminerz,ensemble
283,75882,414,31299,36596,3063,31629,dataminerz,ensemble
284,7445,55548,33075,16987,25471,27571,dataminerz,ensemble
285,17850,13238,18472,48465,23414,67871,dataminerz,ensemble
286,42566,36617,11045,19824,63441,71792,dataminerz,ensemble
287,29708,19623,30295,64207,70984,60407,dataminerz,ensemble
288,46476,39127,25637,46476,69501,14773,dataminerz,ensemble
289,14470,75305,12371,21070,27266,23589,dataminerz,ensemble
290,43679,188,30342,2499,29271,48724,dataminerz,ensemble
291,40279,38945,45700,78182,8339,40972,dataminerz,ensemble
292,24002,54583,27152,53755,64882,67995,dataminerz,ensemble
293,68253,74414,29051,16016,46556,8195,dataminerz,ensemble
294,15581,20454,2873,10522,64181,30561,dataminerz,ensemble
295,73552,7591,61614,44512,9820,41795,dataminerz,ensemble
296,38164,37047,9756,36397,36970,55541,dataminerz,ensemble
297,58779,6970,27908,29064,46377,59003,dataminerz,ensemble
298,57464,77380,11714,21090,23596,37909,dataminerz,ensemble
299,56827,53275,21615,46817,1041,35090,dataminerz,ensemble
300,76331,49574,46046,52305,52994,71077,dataminerz,ensemble
301,12568,29850,18463,49962,12568,50027,dataminerz,ensemble
302,63107,1884,9101,22459,41358,46860,dataminerz,ensemble
303,39971,54140,49482,9331,13925,25905,dataminerz,ensemble
304,24776,57393,2530,5227,8496,13075,dataminerz,ensemble
305,65811,41358,810,8155,10519,47413,dataminerz,ensemble
306,77175,77336,38541,20301,25536,40692,dataminerz,ensemble
307,53717,70400,70198,12008,63436,72502,dataminerz,ensemble
308,50340,4288,7473,43888,15386,705,dataminerz,ensemble
309,77554,19014,62101,1050,8931,24564,dataminerz,ensemble
310,63279,72038,4828,6527,45539,59646,dataminerz,ensemble
311,59821,42353,12805,43852,48035,12868,dataminerz,ensemble
312,12725,42222,53549,75326,12725,23498,dataminerz,ensemble
313,1235,64587,30385,30924,37428,40994,dataminerz,ensemble
314,34899,64177,3334,5354,43212,47129,dataminerz,ensemble
315,37797,37797,5174,36026,55180,7332,dataminerz,ensemble
316,29368,70718,33948,64422,11099,51846,dataminerz,ensemble
317,11378,64962,32111,39990,44657,4365,dataminerz,ensemble
318,59092,23803,55902,56832,60846,17969,dataminerz,ensemble
319,5362,802,1092,3539,20888,50975,dataminerz,ensemble
320,47933,62714,10704,61317,39790,53380,dataminerz,ensemble
321,68560,12734,45772,46242,60855,69864,dataminerz,ensemble
322,57628,60331,6132,11483,37751,48035,dataminerz,ensemble
323,11682,233,30741,64323,62943,11682,dataminerz,ensemble
324,18601,18155,67482,70058,75876,1884,dataminerz,ensemble
325,58566,19714,70081,76261,1330,10460,dataminerz,ensemble
326,29217,12104,18507,23098,26516,52985,dataminerz,ensemble
327,64901,5739,52355,37586,4833,46455,dataminerz,ensemble
328,6359,53600,17794,2932,44798,33972,dataminerz,ensemble
329,54801,39211,68403,69520,51739,52086,dataminerz,ensemble
330,66017,54760,44013,34037,37877,47261,dataminerz,ensemble
331,28302,45700,77349,48644,21152,54499,dataminerz,ensemble
332,19235,72807,66036,75851,22820,1626,dataminerz,ensemble
333,24078,48643,62091,23135,38521,65984,dataminerz,ensemble
334,7924,45078,8678,31995,42700,43359,dataminerz,ensemble
335,2993,22516,27399,57496,61733,73384,dataminerz,ensemble
336,71202,77621,10999,32242,42926,52570,dataminerz,ensemble
337,38543,55178,73433,2718,27598,38543,dataminerz,ensemble
338,9943,44071,74019,12768,57222,59224,dataminerz,ensemble
339,24706,31728,42049,66347,33848,55398,dataminerz,ensemble
340,17298,63677,42836,72098,14707,22956,dataminerz,ensemble
341,49279,21540,2657,3205,38780,49279,dataminerz,ensemble
342,7129,12591,64602,72852,3058,63634,dataminerz,ensemble
343,54586,36684,45054,3342,21353,28502,dataminerz,ensemble
344,55270,16096,50262,19067,42537,47173,dataminerz,ensemble
345,16937,3914,23872,48463,54671,62005,dataminerz,ensemble
346,44508,33139,71057,20473,23480,32432,dataminerz,ensemble
347,28976,67791,15927,30892,32206,42742,dataminerz,ensemble
348,9612,18890,27922,41140,56174,25731,dataminerz,ensemble
349,43313,26471,26319,45243,16349,53251,dataminerz,ensemble
350,46237,55679,66013,8903,32222,52310,dataminerz,ensemble
351,14883,3661,9882,48048,52081,64375,dataminerz,ensemble
352,71036,21821,45293,49304,2537,45971,dataminerz,ensemble
353,71886,41043,1258,58463,73963,75236,dataminerz,ensemble
354,70372,34056,62005,18968,71981,6934,dataminerz,ensemble
355,14750,75966,4593,9613,40183,15264,dataminerz,ensemble
356,52053,8147,16104,10528,247,4523,dataminerz,ensemble
357,51638,2845,19533,22837,26790,51638,dataminerz,ensemble
358,61875,16235,4173,55198,50393,28877,dataminerz,ensemble
359,42039,10470,13813,29971,71996,5284,dataminerz,ensemble
360,25598,8161,45700,48860,32072,44097,dataminerz,ensemble
361,23417,33556,12600,57612,19314,31709,dataminerz,ensemble
362,30446,255,5790,17511,1048,21325,dataminerz,ensemble
363,27104,27403,64533,44766,53933,75654,dataminerz,ensemble
364,61715,9779,25338,56858,18130,19533,dataminerz,ensemble
365,72826,33503,72476,26508,32432,61937,dataminerz,ensemble
366,7415,60599,21829,20441,15904,18962,dataminerz,ensemble
367,11688,468,14865,50730,77243,1117,dataminerz,ensemble
368,12209,31533,59068,63839,58368,32060,dataminerz,ensemble
369,79016,6624,48308,22802,53240,24356,dataminerz,ensemble
370,6019,70356,7345,18784,47578,63722,dataminerz,ensemble
371,14436,19023,31894,39232,50625,54858,dataminerz,ensemble
372,75422,42500,2239,35664,68550,77547,dataminerz,ensemble
373,10482,35748,4369,10482,31630,30714,dataminerz,ensemble
374,24686,21825,12552,24678,27403,63517,dataminerz,ensemble
375,50313,46195,7473,78924,12409,16128,dataminerz,ensemble
376,58067,51579,35503,58067,63759,22599,dataminerz,ensemble
377,37854,29815,7320,7579,19533,61810,dataminerz,ensemble
378,24118,63634,3058,6802,52272,65115,dataminerz,ensemble
379,66750,35021,1874,33892,36404,36503,dataminerz,ensemble
380,8116,53740,56777,76391,50606,23135,dataminerz,ensemble
381,62540,16581,61454,49971,38533,70097,dataminerz,ensemble
382,25663,29485,54697,41582,50027,782,dataminerz,ensemble
383,16585,78527,46,4771,20477,35389,dataminerz,ensemble
384,28466,64684,798,2195,5409,23233,dataminerz,ensemble
385,42531,41382,44533,5245,11918,27632,dataminerz,ensemble
386,39680,58660,14526,40380,54162,74031,dataminerz,ensemble
387,51560,5218,13616,29286,38816,57274,dataminerz,ensemble
388,13374,64256,35342,72348,32245,60378,dataminerz,ensemble
389,18441,20224,40719,77640,4088,77011,dataminerz,ensemble
390,13880,50750,26764,77161,6789,7320,dataminerz,ensemble
391,17383,5596,3058,24038,27454,34300,dataminerz,ensemble
392,13014,51767,32565,61616,3728,10382,dataminerz,ensemble
393,57674,58996,41743,18009,42516,62656,dataminerz,ensemble
394,18756,14261,11224,17418,18048,28663,dataminerz,ensemble
395,51964,67377,64095,4173,13010,14392,dataminerz,ensemble
396,27403,67568,33169,53933,57407,76698,dataminerz,ensemble
397,10871,58199,25111,61791,76148,76668,dataminerz,ensemble
398,35456,30878,20548,27152,41178,56554,dataminerz,ensemble
399,74872,37870,26311,36931,57547,67359,dataminerz,ensemble
400,63796,63347,605,8735,9517,47832,dataminerz,ensemble
401,63457,64611,23281,36404,42062,47223,dataminerz,ensemble
402,55057,24380,25072,37417,41218,51964,dataminerz,ensemble
403,47336,13244,22180,54041,77855,16793,dataminerz,ensemble
404,43032,52228,58354,50398,31143,72818,dataminerz,ensemble
405,63855,43729,3259,68560,21297,1226,dataminerz,ensemble
406,72231,39220,21661,24564,37285,58583,dataminerz,ensemble
407,11527,48222,67721,37020,47810,73197,dataminerz,ensemble
408,31548,41469,32945,65993,73064,32779,dataminerz,ensemble
409,62812,39963,67270,26066,9790,54322,dataminerz,ensemble
410,20266,32231,64251,68559,4944,6781,dataminerz,ensemble
411,59605,74666,14922,25069,53749,78329,dataminerz,ensemble
412,57163,4699,32483,37877,44013,51347,dataminerz,ensemble
413,34307,66623,27653,32224,62620,70576,dataminerz,ensemble
414,65903,43767,11977,22991,55220,56688,dataminerz,ensemble
415,28580,77349,707,13810,48644,53451,dataminerz,ensemble
416,5197,67653,1069,39697,69855,23145,dataminerz,ensemble
417,34939,51849,1273,13174,72688,73440,dataminerz,ensemble
418,59859,36413,5094,34395,43567,60343,dataminerz,ensemble
419,12077,65995,17085,28207,34395,73070,dataminerz,ensemble
420,75539,13169,48949,58161,67518,75039,dataminerz,ensemble
421,24979,53545,70515,14971,18009,19687,dataminerz,ensemble
422,47684,72435,17877,54372,66725,3768,dataminerz,ensemble
423,37711,40430,42639,16391,31143,37711,dataminerz,ensemble
424,14162,31234,6386,2713,15335,22895,dataminerz,ensemble
425,30806,55964,26866,46884,54836,63127,dataminerz,ensemble
426,65785,14199,46519,49244,38690,2698,dataminerz,ensemble
427,2723,9668,34056,20497,26991,61467,dataminerz,ensemble
428,52874,2483,31293,44985,48387,64861,dataminerz,ensemble
429,2612,37953,44657,44950,46239,61414,dataminerz,ensemble
430,63908,33898,5553,18938,37379,27486,dataminerz,ensemble
431,12075,16191,22363,20914,25666,76346,dataminerz,ensemble
432,78080,24764,44746,55393,64904,1969,dataminerz,ensemble
433,39083,39810,2881,10924,32661,49871,dataminerz,ensemble
434,64333,6984,48338,76835,59224,65787,dataminerz,ensemble
435,12640,29710,51040,6583,58746,53190,dataminerz,ensemble
436,41002,51271,45564,46629,6907,13809,dataminerz,ensemble
437,27038,76415,71843,43587,44231,50126,dataminerz,ensemble
438,38637,73245,13595,14972,21892,856,dataminerz,ensemble
439,44894,4215,28678,46316,70408,77689,dataminerz,ensemble
440,35904,10653,10153,59714,70122,46298,dataminerz,ensemble
441,38819,75474,46586,308,17019,38819,dataminerz,ensemble
442,30628,49164,55850,69023,27333,48644,dataminerz,ensemble
443,6790,34849,28732,10761,28854,3130,dataminerz,ensemble
444,38368,23412,63593,6177,24111,49435,dataminerz,ensemble
445,27726,9034,56814,65865,13007,56564,dataminerz,ensemble
446,4890,27021,52843,49185,61267,59058,dataminerz,ensemble
447,37429,58999,62121,76391,15867,34261,dataminerz,ensemble
448,57598,8643,28890,14687,34333,34395,dataminerz,ensemble
