book_id,model_id,team_id,recommendation_1,recommendation_2,recommendation_3,recommendation_4,recommendation_5
54835,Hybrid_RS,the_dataworms,72155,75815,33202,73277,55611
54737,Hybrid_RS,the_dataworms,45467,31260,48266,44409,74363
76905,Hybrid_RS,the_dataworms,60579,53472,52269,60051,65664
45093,Hybrid_RS,the_dataworms,29478,32545,18686,4251,54127
31273,Hybrid_RS,the_dataworms,13785,5289,50260,7352,55673
851,Hybrid_RS,the_dataworms,72857,11286,2938,71544,38423
16935,Hybrid_RS,the_dataworms,48802,72736,58150,70558,41626
28379,Hybrid_RS,the_dataworms,25635,30601,72746,54075,22953
17009,Hybrid_RS,the_dataworms,46516,14024,58524,75899,22987
1486,Hybrid_RS,the_dataworms,33672,39374,64982,7850,4185
62630,Hybrid_RS,the_dataworms,22603,1431,53710,51862,38451
34682,Hybrid_RS,the_dataworms,54901,19678,43307,43739,38947
6741,Hybrid_RS,the_dataworms,72666,65847,30721,65582,74638
20852,Hybrid_RS,the_dataworms,71784,8202,1685,10414,60822
22265,Hybrid_RS,the_dataworms,74274,58432,44724,4013,22780
2244,Hybrid_RS,the_dataworms,59345,75351,765,7413,17328
26396,Hybrid_RS,the_dataworms,43701,41024,42370,29901,29003
48796,Hybrid_RS,the_dataworms,34460,12413,23640,10846,73090
45501,Hybrid_RS,the_dataworms,77036,55206,23101,36261,35018
26445,Hybrid_RS,the_dataworms,38044,15978,66492,16498,20840
457,Hybrid_RS,the_dataworms,38423,21237,10846,7983,26336
35752,Hybrid_RS,the_dataworms,11898,67723,44203,37692,72469
47491,Hybrid_RS,the_dataworms,68356,2135,29842,21729,73731
43762,Hybrid_RS,the_dataworms,71591,52422,27775,35302,31629
23599,Hybrid_RS,the_dataworms,65169,23321,51955,62340,26033
13325,Hybrid_RS,the_dataworms,2388,2393,3967,59534,4597
3273,Hybrid_RS,the_dataworms,12922,4784,63400,8155,148
2257,Hybrid_RS,the_dataworms,24406,53659,18758,69549,68389
34670,Hybrid_RS,the_dataworms,37565,68207,18081,38044,26466
74105,Hybrid_RS,the_dataworms,20042,9725,32391,24008,21237
35720,Hybrid_RS,the_dataworms,26607,74053,49056,27721,60909
71526,Hybrid_RS,the_dataworms,20260,72879,50656,46902,70528
21737,Hybrid_RS,the_dataworms,76533,10036,73797,21729,73731
7860,Hybrid_RS,the_dataworms,7272,76152,44642,70330,38314
41648,Hybrid_RS,the_dataworms,18955,37632,30485,37626,63435
1640,Hybrid_RS,the_dataworms,37565,38044,15978,18081,68207
33814,Hybrid_RS,the_dataworms,45991,31164,35293,74591,1431
19717,Hybrid_RS,the_dataworms,41353,70558,64698,53940,58150
78998,Hybrid_RS,the_dataworms,30283,46065,40412,18996,19321
23643,Hybrid_RS,the_dataworms,32192,58306,25178,35700,38956
68712,Hybrid_RS,the_dataworms,24300,57366,68131,29003,20794
63739,Hybrid_RS,the_dataworms,15717,4414,54674,4935,78572
42328,Hybrid_RS,the_dataworms,75937,58078,42254,68924,17276
23446,Hybrid_RS,the_dataworms,9556,17784,64681,55332,63207
21285,Hybrid_RS,the_dataworms,37135,8369,53470,70363,53940
72959,Hybrid_RS,the_dataworms,33093,19808,38720,22714,1015
8548,Hybrid_RS,the_dataworms,24313,12333,17580,30903,26680
21221,Hybrid_RS,the_dataworms,16841,18427,4871,2938,52863
12564,Hybrid_RS,the_dataworms,9024,50498,21222,59588,68724
9577,Hybrid_RS,the_dataworms,56841,55206,77036,62821,49987
29381,Hybrid_RS,the_dataworms,15978,7935,16525,38044,1335
19688,Hybrid_RS,the_dataworms,53671,76898,64102,78127,43509
45195,Hybrid_RS,the_dataworms,75351,46457,51811,77036,23498
22775,Hybrid_RS,the_dataworms,52193,15978,7935,38044,26466
13131,Hybrid_RS,the_dataworms,33206,31499,8391,68689,32868
8861,Hybrid_RS,the_dataworms,24216,55373,16016,21666,3134
1680,Hybrid_RS,the_dataworms,19277,63242,55206,62821,49987
62200,Hybrid_RS,the_dataworms,61633,28531,1777,43021,47456
73868,Hybrid_RS,the_dataworms,51862,22581,47881,14877,28239
7666,Hybrid_RS,the_dataworms,23738,71022,67651,27541,30790
7084,Hybrid_RS,the_dataworms,54726,78006,49675,79048,26938
74586,Hybrid_RS,the_dataworms,57147,8491,78042,19237,63172
2335,Hybrid_RS,the_dataworms,10414,29893,4410,23428,47515
22877,Hybrid_RS,the_dataworms,75472,26120,72508,9933,22368
68509,Hybrid_RS,the_dataworms,10281,24083,79065,77436,37129
28737,Hybrid_RS,the_dataworms,7160,43366,74194,26508,72665
66339,Hybrid_RS,the_dataworms,38238,59737,20695,32940,38720
49803,Hybrid_RS,the_dataworms,494,59865,56184,44830,48519
14189,Hybrid_RS,the_dataworms,78556,53664,27899,60956,62691
9884,Hybrid_RS,the_dataworms,47700,68411,36436,12023,24125
67630,Hybrid_RS,the_dataworms,70363,19463,10880,70915,39713
11407,Hybrid_RS,the_dataworms,7272,47874,76152,35158,20188
8384,Hybrid_RS,the_dataworms,73827,59711,63097,12056,5289
75345,Hybrid_RS,the_dataworms,30320,2969,77312,11373,39955
45841,Hybrid_RS,the_dataworms,75128,21587,10669,40799,38208
63764,Hybrid_RS,the_dataworms,917,59059,3802,8758,12237
70197,Hybrid_RS,the_dataworms,70842,5348,34964,19157,13442
32109,Hybrid_RS,the_dataworms,44866,21183,20239,31536,18303
30434,Hybrid_RS,the_dataworms,32675,69062,36062,37119,26694
45358,Hybrid_RS,the_dataworms,53801,7272,23101,35158,20188
52721,Hybrid_RS,the_dataworms,44588,73177,34465,66237,37461
58820,Hybrid_RS,the_dataworms,37173,52221,28064,56472,51133
70803,Hybrid_RS,the_dataworms,48543,29134,51159,76149,53657
50338,Hybrid_RS,the_dataworms,34534,52620,847,54674,52614
66493,Hybrid_RS,the_dataworms,39767,71290,19163,74078,14931
52519,Hybrid_RS,the_dataworms,60297,25470,7850,11960,39374
37378,Hybrid_RS,the_dataworms,,,,,
49952,Hybrid_RS,the_dataworms,6379,59829,29688,49747,33449
75882,Hybrid_RS,the_dataworms,414,60539,3929,72740,72681
7445,Hybrid_RS,the_dataworms,20893,16987,55548,66468,39454
17850,Hybrid_RS,the_dataworms,66251,13238,38212,32319,48465
42566,Hybrid_RS,the_dataworms,63098,4381,47881,70571,32940
29708,Hybrid_RS,the_dataworms,6749,37955,17528,42054,70984
46476,Hybrid_RS,the_dataworms,39127,14385,17877,73844,72435
14470,Hybrid_RS,the_dataworms,36261,53174,5289,35158,20188
43679,Hybrid_RS,the_dataworms,2499,54989,30342,65573,33816
40279,Hybrid_RS,the_dataworms,7272,47874,60008,65958,76152
24002,Hybrid_RS,the_dataworms,67995,54583,1238,46622,29341
68253,Hybrid_RS,the_dataworms,29051,64547,74414,7799,35013
15581,Hybrid_RS,the_dataworms,41013,67273,54097,2507,35011
73552,Hybrid_RS,the_dataworms,41795,22640,9820,9272,39741
38164,Hybrid_RS,the_dataworms,37047,36397,38044,37565,18081
58779,Hybrid_RS,the_dataworms,57594,36145,27908,59003,57480
57464,Hybrid_RS,the_dataworms,40362,3232,78678,11714,25395
56827,Hybrid_RS,the_dataworms,49259,25616,65566,19337,59401
76331,Hybrid_RS,the_dataworms,51862,46657,12931,47,59059
12568,Hybrid_RS,the_dataworms,29850,11035,36261,44409,74363
63107,Hybrid_RS,the_dataworms,15978,75899,44757,38044,23189
39971,Hybrid_RS,the_dataworms,49482,19862,54140,26466,37565
24776,Hybrid_RS,the_dataworms,70516,1892,7323,45677,51320
65811,Hybrid_RS,the_dataworms,2339,30702,48691,8155,66423
77175,Hybrid_RS,the_dataworms,37837,591,37865,48822,31843
53717,Hybrid_RS,the_dataworms,17049,44069,1431,53710,38451
50340,Hybrid_RS,the_dataworms,36957,57310,23101,17328,32979
77554,Hybrid_RS,the_dataworms,17444,48496,24008,58074,8289
63279,Hybrid_RS,the_dataworms,32192,53997,67476,57655,59682
59821,Hybrid_RS,the_dataworms,26466,15978,37565,38044,7935
12725,Hybrid_RS,the_dataworms,75326,77274,25926,53710,8181
1235,Hybrid_RS,the_dataworms,54404,14877,22581,37723,13725
34899,Hybrid_RS,the_dataworms,2871,44644,24404,48679,75661
37797,Hybrid_RS,the_dataworms,49319,7332,19755,74553,49149
29368,Hybrid_RS,the_dataworms,14024,58524,46516,22987,21016
11378,Hybrid_RS,the_dataworms,39990,47456,2765,69718,38982
59092,Hybrid_RS,the_dataworms,55902,17969,34673,56832,61068
5362,Hybrid_RS,the_dataworms,41353,69219,55207,10823,15886
47933,Hybrid_RS,the_dataworms,10704,42723,53380,19827,56986
68560,Hybrid_RS,the_dataworms,68849,3356,1689,47690,78531
57628,Hybrid_RS,the_dataworms,75656,15978,18081,38044,68207
11682,Hybrid_RS,the_dataworms,77859,28211,53784,26466,49124
18601,Hybrid_RS,the_dataworms,71298,22154,59995,71798,41455
58566,Hybrid_RS,the_dataworms,19714,946,50602,76261,8
29217,Hybrid_RS,the_dataworms,20931,75351,59345,765,17328
64901,Hybrid_RS,the_dataworms,4833,22764,77255,52355,14314
6359,Hybrid_RS,the_dataworms,18600,12311,17794,53600,49428
54801,Hybrid_RS,the_dataworms,54634,62867,37857,31199,35902
66017,Hybrid_RS,the_dataworms,71444,64579,69254,58552,26881
28302,Hybrid_RS,the_dataworms,25780,44069,6348,77296,20395
19235,Hybrid_RS,the_dataworms,72807,78312,19029,66646,75851
24078,Hybrid_RS,the_dataworms,78528,39454,66468,58177,21237
7924,Hybrid_RS,the_dataworms,15978,38044,7935,37565,68207
2993,Hybrid_RS,the_dataworms,47889,39107,74132,61312,65004
71202,Hybrid_RS,the_dataworms,53525,47228,73134,31452,79048
38543,Hybrid_RS,the_dataworms,73433,44093,10846,26336,68924
9943,Hybrid_RS,the_dataworms,44916,19277,55206,60602,36261
24706,Hybrid_RS,the_dataworms,66347,21183,31536,18303,35893
17298,Hybrid_RS,the_dataworms,51923,71287,62821,49987,19277
49279,Hybrid_RS,the_dataworms,21540,38622,13702,70363,52620
7129,Hybrid_RS,the_dataworms,32649,49678,16278,40589,4410
54586,Hybrid_RS,the_dataworms,67469,65717,73660,53710,58370
55270,Hybrid_RS,the_dataworms,16096,60724,69313,68419,66753
16937,Hybrid_RS,the_dataworms,65681,38509,43144,4072,3914
44508,Hybrid_RS,the_dataworms,51796,24585,33911,6105,7480
28976,Hybrid_RS,the_dataworms,41759,49556,15474,45655,59485
9612,Hybrid_RS,the_dataworms,59737,20695,38238,40550,38720
43313,Hybrid_RS,the_dataworms,17276,42254,58078,50374,31302
46237,Hybrid_RS,the_dataworms,55679,71300,74132,65004,71859
14883,Hybrid_RS,the_dataworms,74732,53801,23101,35158,20188
71036,Hybrid_RS,the_dataworms,4959,13032,30863,21821,77658
71886,Hybrid_RS,the_dataworms,1258,45208,41043,32847,58463
70372,Hybrid_RS,the_dataworms,72588,30536,23678,6934,48146
14750,Hybrid_RS,the_dataworms,75966,9613,55073,15264,40183
52053,Hybrid_RS,the_dataworms,8147,50137,5268,10528,58432
51638,Hybrid_RS,the_dataworms,37565,68207,18081,38044,26466
61875,Hybrid_RS,the_dataworms,55198,48421,29252,30355,27299
42039,Hybrid_RS,the_dataworms,27058,45921,18148,72469,57069
25598,Hybrid_RS,the_dataworms,15978,37565,38044,18081,68207
23417,Hybrid_RS,the_dataworms,73418,31709,33556,71374,51523
30446,Hybrid_RS,the_dataworms,255,5790,21325,17511,1048
27104,Hybrid_RS,the_dataworms,69014,67389,31865,17429,32842
61715,Hybrid_RS,the_dataworms,19463,9779,70915,10880,39713
72826,Hybrid_RS,the_dataworms,4550,33503,36113,13817,67149
7415,Hybrid_RS,the_dataworms,17066,60599,21829,18962,66888
11688,Hybrid_RS,the_dataworms,63552,26020,65214,32690,58165
12209,Hybrid_RS,the_dataworms,31533,27772,59068,35424,62666
79016,Hybrid_RS,the_dataworms,59121,53240,77768,22802,26847
6019,Hybrid_RS,the_dataworms,70356,65958,40153,36118,2451
14436,Hybrid_RS,the_dataworms,41762,34842,40114,62347,64833
75422,Hybrid_RS,the_dataworms,12526,47440,73359,2239,58102
10482,Hybrid_RS,the_dataworms,57808,35748,4369,22587,69093
24686,Hybrid_RS,the_dataworms,76733,29101,2210,53274,57029
50313,Hybrid_RS,the_dataworms,36735,47447,41157,20395,13323
58067,Hybrid_RS,the_dataworms,56301,17065,67387,20945,20009
37854,Hybrid_RS,the_dataworms,42073,44868,8289,13725,61431
24118,Hybrid_RS,the_dataworms,49678,16278,32649,76350,40589
66750,Hybrid_RS,the_dataworms,22780,13500,4013,20390,63307
8116,Hybrid_RS,the_dataworms,22705,2982,7763,59485,27899
62540,Hybrid_RS,the_dataworms,306,997,68089,61454,52063
25663,Hybrid_RS,the_dataworms,58262,48000,29485,782,50027
16585,Hybrid_RS,the_dataworms,47621,60457,43290,2135,28403
28466,Hybrid_RS,the_dataworms,23233,4381,30096,60853,33404
42531,Hybrid_RS,the_dataworms,3734,26199,49438,30103,62341
39680,Hybrid_RS,the_dataworms,67605,68817,17234,23000,56382
51560,Hybrid_RS,the_dataworms,40655,55431,38044,8995,48988
13374,Hybrid_RS,the_dataworms,59105,64256,35342,23640,72348
18441,Hybrid_RS,the_dataworms,63304,78796,20133,78607,55207
13880,Hybrid_RS,the_dataworms,70363,36858,41353,23588,52661
17383,Hybrid_RS,the_dataworms,4410,40589,32649,5806,49678
13014,Hybrid_RS,the_dataworms,10382,49335,54855,32261,3728
57674,Hybrid_RS,the_dataworms,55299,17106,40298,11908,62976
18756,Hybrid_RS,the_dataworms,12051,22152,3990,23210,9211
51964,Hybrid_RS,the_dataworms,13010,13845,29445,16240,60905
27403,Hybrid_RS,the_dataworms,55067,61333,55338,9123,68934
10871,Hybrid_RS,the_dataworms,75128,7850,50432,62473,35721
35456,Hybrid_RS,the_dataworms,73562,59096,7638,32210,33132
74872,Hybrid_RS,the_dataworms,37870,64693,27186,4999,43661
63796,Hybrid_RS,the_dataworms,29719,37367,34996,78728,49654
63457,Hybrid_RS,the_dataworms,74274,58432,13500,44724,22780
55057,Hybrid_RS,the_dataworms,73654,19744,3096,23031,51237
47336,Hybrid_RS,the_dataworms,16793,13244,22180,72970,19163
43032,Hybrid_RS,the_dataworms,56184,48519,59865,44830,494
63855,Hybrid_RS,the_dataworms,1226,43729,54274,62971,22917
72231,Hybrid_RS,the_dataworms,52863,38423,44105,16841,39454
11527,Hybrid_RS,the_dataworms,76659,6365,39682,3180,527
31548,Hybrid_RS,the_dataworms,32945,41469,78893,23914,16532
62812,Hybrid_RS,the_dataworms,10756,67569,73878,10294,78423
