book_id,model_id,team_id,recommendation_1,recommendation_2,recommendation_3,recommendation_4,recommendation_5
2399,lw_bpe_graph,d2g2,52294,65106,44521,7226,49663
2579,lw_bpe_graph,d2g2,44887,50703,33787,61930,764
2612,lw_bpe_graph,d2g2,64494,3738,45546,62934,54078
2706,lw_bpe_graph,d2g2,16586,22392,51603,24294,18711
2723,lw_bpe_graph,d2g2,46561,1811,17736,58115,26991
2975,lw_bpe_graph,d2g2,26650,64920,33478,31726,77108
2993,lw_bpe_graph,d2g2,24779,29373,2564,71865,35061
3031,lw_bpe_graph,d2g2,18334,38577,31979,23208,78492
3059,lw_bpe_graph,d2g2,23096,34432,71228,52156,34265
3166,lw_bpe_graph,d2g2,30134,76459,591,39838,12753
3268,lw_bpe_graph,d2g2,55058,40101,1485,59766,8249
3273,lw_bpe_graph,d2g2,11197,48396,148,74023,19930
3425,lw_bpe_graph,d2g2,60370,25918,53159,62386,53076
3472,lw_bpe_graph,d2g2,75161,35232,25163,47395,40804
3523,lw_bpe_graph,d2g2,12583,63478,66696,49329,9017
3527,lw_bpe_graph,d2g2,48566,2600,68098,22192,77268
3583,lw_bpe_graph,d2g2,9118,69240,61625,70196,24699
3696,lw_bpe_graph,d2g2,1600,20994,353,39418,5210
3857,lw_bpe_graph,d2g2,12726,45436,4409,8221,56143
3875,lw_bpe_graph,d2g2,65369,8417,46025,54362,67202
3959,lw_bpe_graph,d2g2,35563,1040,62887,61057,62983
4089,lw_bpe_graph,d2g2,41483,549,57283,63863,63016
4120,lw_bpe_graph,d2g2,70113,50194,45401,73131,47633
4272,lw_bpe_graph,d2g2,6131,62433,38599,3260,43829
4525,lw_bpe_graph,d2g2,19550,50276,3095,40441,31971
4690,lw_bpe_graph,d2g2,5027,63042,26843,36620,35509
4822,lw_bpe_graph,d2g2,18119,61545,41316,53523,38614
4890,lw_bpe_graph,d2g2,61267,38506,27021,11324,76995
5119,lw_bpe_graph,d2g2,23642,78926,29085,37637,34528
5197,lw_bpe_graph,d2g2,23145,876,1069,39697,37257
5255,lw_bpe_graph,d2g2,22030,52959,16351,52271,69960
5300,lw_bpe_graph,d2g2,31728,51338,31031,31837,74281
5357,lw_bpe_graph,d2g2,60672,53267,23071,42213,25768
5362,lw_bpe_graph,d2g2,67351,20720,45094,35509,31681
5384,lw_bpe_graph,d2g2,56387,11854,74993,74792,52540
5498,lw_bpe_graph,d2g2,48133,42304,11869,65049,60125
5733,lw_bpe_graph,d2g2,9438,74115,49763,68038,16932
5737,lw_bpe_graph,d2g2,27599,74591,35293,45353,29098
5844,lw_bpe_graph,d2g2,42796,42474,19442,74832,24982
5892,lw_bpe_graph,d2g2,17358,78542,7635,62849,40142
6019,lw_bpe_graph,d2g2,18784,70356,11614,7345,11483
6288,lw_bpe_graph,d2g2,60271,24479,34062,16381,61736
6341,lw_bpe_graph,d2g2,20494,43244,52358,30272,29990
6359,lw_bpe_graph,d2g2,17794,71005,12311,37454,53600
6363,lw_bpe_graph,d2g2,67751,36284,28431,38356,63399
6413,lw_bpe_graph,d2g2,55219,53745,70434,67788,34162
6420,lw_bpe_graph,d2g2,61863,11911,55864,31893,24245
6478,lw_bpe_graph,d2g2,55616,28026,57294,53380,12516
6530,lw_bpe_graph,d2g2,7209,28094,45505,33280,69987
6643,lw_bpe_graph,d2g2,2126,10300,24777,22561,61661
6741,lw_bpe_graph,d2g2,72666,29470,2067,78220,36664
6790,lw_bpe_graph,d2g2,32666,78293,43188,1838,57701
6798,lw_bpe_graph,d2g2,76226,16780,25674,46032,66555
6955,lw_bpe_graph,d2g2,10924,32738,48962,58875,63545
7028,lw_bpe_graph,d2g2,20969,39779,46276,13865,68129
7084,lw_bpe_graph,d2g2,3239,9440,28161,53557,16171
7108,lw_bpe_graph,d2g2,8515,33060,78772,40619,70339
7129,lw_bpe_graph,d2g2,74313,54110,10184,64602,72852
7201,lw_bpe_graph,d2g2,52543,52888,18280,34357,60191
7415,lw_bpe_graph,d2g2,15904,27603,57605,33286,38060
7445,lw_bpe_graph,d2g2,20893,16987,55548,34432,27571
7521,lw_bpe_graph,d2g2,12187,4527,72684,4716,4351
7655,lw_bpe_graph,d2g2,5273,46595,67380,25974,58766
7666,lw_bpe_graph,d2g2,23738,54719,27124,76874,45881
7860,lw_bpe_graph,d2g2,66372,60899,27279,3655,2383
7924,lw_bpe_graph,d2g2,56051,48582,35733,452,70557
7977,lw_bpe_graph,d2g2,18287,39298,10887,35339,63445
8109,lw_bpe_graph,d2g2,45586,25638,62579,24434,53091
8116,lw_bpe_graph,d2g2,12982,76287,47796,55353,62567
8208,lw_bpe_graph,d2g2,78440,8989,38891,47713,37976
8248,lw_bpe_graph,d2g2,75456,57090,50110,44573,63739
8268,lw_bpe_graph,d2g2,17424,8559,53851,70910,45441
8288,lw_bpe_graph,d2g2,32672,14316,3395,23590,25994
8296,lw_bpe_graph,d2g2,41180,71315,6238,69647,53469
8318,lw_bpe_graph,d2g2,68765,56935,17194,6920,8340
8384,lw_bpe_graph,d2g2,11822,47874,16567,13964,75201
8498,lw_bpe_graph,d2g2,22627,58083,72066,26764,40536
8516,lw_bpe_graph,d2g2,78188,6828,66898,5629,53792
8538,lw_bpe_graph,d2g2,9753,30218,73628,51629,9619
8542,lw_bpe_graph,d2g2,22133,18421,33333,1041,60947
8548,lw_bpe_graph,d2g2,43443,30903,68470,45503,63986
8728,lw_bpe_graph,d2g2,18519,51573,78239,37749,17036
8859,lw_bpe_graph,d2g2,48895,41565,66060,29894,50425
8861,lw_bpe_graph,d2g2,55373,46556,8195,74414,24216
9001,lw_bpe_graph,d2g2,27912,1559,69421,72502,58353
9012,lw_bpe_graph,d2g2,76850,2729,15772,21744,37791
9036,lw_bpe_graph,d2g2,25917,40703,53538,17440,44493
9179,lw_bpe_graph,d2g2,10481,12158,27921,52856,54601
9197,lw_bpe_graph,d2g2,46484,63135,41313,3637,67976
9365,lw_bpe_graph,d2g2,60882,56869,33451,37042,38606
9392,lw_bpe_graph,d2g2,11953,45663,73450,16076,71666
9424,lw_bpe_graph,d2g2,43589,11795,57624,64261,7824
9569,lw_bpe_graph,d2g2,38192,46706,39611,68358,44124
9577,lw_bpe_graph,d2g2,70544,11094,43039,72502,38763
9612,lw_bpe_graph,d2g2,69421,66374,14489,63114,36664
9626,lw_bpe_graph,d2g2,75634,35011,18792,16285,71279
9884,lw_bpe_graph,d2g2,6090,29913,69337,41605,41154
9891,lw_bpe_graph,d2g2,2559,4106,40485,74647,7730
9943,lw_bpe_graph,d2g2,35614,49378,27234,53040,19857
10075,lw_bpe_graph,d2g2,5717,30879,18978,21426,73037
10078,lw_bpe_graph,d2g2,5858,22500,43270,51149,49063
10097,lw_bpe_graph,d2g2,67495,32120,59925,17387,66337
10104,lw_bpe_graph,d2g2,10143,925,36754,16755,33222
10304,lw_bpe_graph,d2g2,54179,25824,4407,76236,7661
10307,lw_bpe_graph,d2g2,26363,44661,48599,72885,37318
10324,lw_bpe_graph,d2g2,48087,31907,22074,71907,61716
10326,lw_bpe_graph,d2g2,21223,31681,71511,1511,64959
10426,lw_bpe_graph,d2g2,46113,46488,22641,29722,29326
10434,lw_bpe_graph,d2g2,15238,4655,51597,59268,28228
10482,lw_bpe_graph,d2g2,45285,63135,22587,35748,72590
10587,lw_bpe_graph,d2g2,54540,50081,75407,24292,11127
10745,lw_bpe_graph,d2g2,75552,11466,77798,30535,39737
10789,lw_bpe_graph,d2g2,66598,43220,27266,4394,61314
10833,lw_bpe_graph,d2g2,77853,49521,7764,56844,78361
10841,lw_bpe_graph,d2g2,28775,6444,5812,59307,30757
10842,lw_bpe_graph,d2g2,73856,30924,33613,70965,77437
10871,lw_bpe_graph,d2g2,15008,37216,22950,288,61791
10881,lw_bpe_graph,d2g2,16119,67938,56059,68846,46059
11169,lw_bpe_graph,d2g2,22857,5608,4196,54912,19520
11177,lw_bpe_graph,d2g2,68293,76897,60481,33648,42261
11253,lw_bpe_graph,d2g2,57482,632,24047,45981,22227
11265,lw_bpe_graph,d2g2,77342,29513,23526,12140,17817
11378,lw_bpe_graph,d2g2,32111,72900,73817,39104,28957
11407,lw_bpe_graph,d2g2,897,52893,10306,78881,23475
11485,lw_bpe_graph,d2g2,20120,29440,31122,78756,3745
11527,lw_bpe_graph,d2g2,55304,62611,28844,69627,78687
11550,lw_bpe_graph,d2g2,5019,19815,49404,5218,19681
11595,lw_bpe_graph,d2g2,34261,63799,73204,39104,53921
11603,lw_bpe_graph,d2g2,66585,20519,29056,6664,20964
11609,lw_bpe_graph,d2g2,29799,54912,23824,76705,38484
11682,lw_bpe_graph,d2g2,77859,53784,12742,36463,23723
11688,lw_bpe_graph,d2g2,468,2947,60034,14865,22456
11732,lw_bpe_graph,d2g2,1530,76383,35658,52221,44435
12075,lw_bpe_graph,d2g2,20914,9062,78785,41434,39037
12077,lw_bpe_graph,d2g2,67249,12175,69421,9237,36640
12103,lw_bpe_graph,d2g2,24782,27767,28264,38905,48323
12152,lw_bpe_graph,d2g2,76591,69421,57514,54945,72112
12209,lw_bpe_graph,d2g2,31533,24314,75402,58368,14585
12311,lw_bpe_graph,d2g2,71005,43897,57074,37454,53376
12519,lw_bpe_graph,d2g2,42495,58508,38521,77198,46610
12564,lw_bpe_graph,d2g2,50498,9024,873,74216,64907
12568,lw_bpe_graph,d2g2,29850,49962,38500,21650,16522
12640,lw_bpe_graph,d2g2,51040,6583,22842,14070,8519
12725,lw_bpe_graph,d2g2,42402,75326,59938,77274,42222
12970,lw_bpe_graph,d2g2,72628,9968,8619,43837,58884
12971,lw_bpe_graph,d2g2,32816,49248,63032,21904,15800
13014,lw_bpe_graph,d2g2,38357,10382,32261,54855,27833
13056,lw_bpe_graph,d2g2,70502,8145,43230,28809,72015
13131,lw_bpe_graph,d2g2,15178,42303,11978,49163,57737
13180,lw_bpe_graph,d2g2,78526,73934,54825,29159,73966
13269,lw_bpe_graph,d2g2,32246,19937,75280,26267,58875
13325,lw_bpe_graph,d2g2,31904,74426,64045,70322,23966
13374,lw_bpe_graph,d2g2,64256,72348,35342,59105,57768
13382,lw_bpe_graph,d2g2,36731,71555,60014,76267,4787
13755,lw_bpe_graph,d2g2,19681,41866,71518,71517,21844
13772,lw_bpe_graph,d2g2,58218,51082,19738,23376,48438
13880,lw_bpe_graph,d2g2,70363,36858,52322,44002,40382
13970,lw_bpe_graph,d2g2,9120,75386,12392,7039,37260
13973,lw_bpe_graph,d2g2,2203,62960,61585,44359,17755
14015,lw_bpe_graph,d2g2,19563,47952,60286,13103,12175
14026,lw_bpe_graph,d2g2,401,9543,78341,57275,10038
14037,lw_bpe_graph,d2g2,41103,19749,47859,44243,47235
14122,lw_bpe_graph,d2g2,23904,44665,72593,636,70431
14162,lw_bpe_graph,d2g2,27740,22895,33237,15335,74365
14189,lw_bpe_graph,d2g2,10404,30983,19369,20470,13551
14314,lw_bpe_graph,d2g2,25971,52355,4833,22764,671
14318,lw_bpe_graph,d2g2,49235,78082,44782,72092,33026
14323,lw_bpe_graph,d2g2,45820,5087,19669,46535,44362
14436,lw_bpe_graph,d2g2,19180,68772,499,54858,31894
14470,lw_bpe_graph,d2g2,6255,66872,21070,25679,23589
14640,lw_bpe_graph,d2g2,77375,17506,19139,32268,41748
14750,lw_bpe_graph,d2g2,9613,55073,46172,15264,40183
14782,lw_bpe_graph,d2g2,7716,10425,61176,33661,57800
14883,lw_bpe_graph,d2g2,239,12135,70921,9882,64375
14895,lw_bpe_graph,d2g2,65694,44128,58675,507,48035
15039,lw_bpe_graph,d2g2,43503,52746,73064,49054,18983
15167,lw_bpe_graph,d2g2,10452,997,23033,47365,12670
15267,lw_bpe_graph,d2g2,60479,58062,55872,72748,2846
15472,lw_bpe_graph,d2g2,53074,64238,12059,30631,22043
15581,lw_bpe_graph,d2g2,30561,12962,2873,67273,37696
15657,lw_bpe_graph,d2g2,78306,16024,10077,55730,53033
15715,lw_bpe_graph,d2g2,60481,47098,68769,38225,73135
15767,lw_bpe_graph,d2g2,67740,39747,70183,76769,29396
15854,lw_bpe_graph,d2g2,7754,66216,20406,68491,47184
15861,lw_bpe_graph,d2g2,14489,66374,26487,22908,24033
15949,lw_bpe_graph,d2g2,6264,21638,58046,78764,11649
16190,lw_bpe_graph,d2g2,65106,73081,33337,54559,37878
16191,lw_bpe_graph,d2g2,60169,25908,73229,42475,7342
16340,lw_bpe_graph,d2g2,19533,12431,6432,21773,22424
16585,lw_bpe_graph,d2g2,69455,47768,49854,35444,61244
16746,lw_bpe_graph,d2g2,3890,37462,38241,40017,37452
16801,lw_bpe_graph,d2g2,40782,27657,37939,41803,1790
16935,lw_bpe_graph,d2g2,71231,19343,6417,9353,20514
16937,lw_bpe_graph,d2g2,21107,42078,16109,38259,56736
17009,lw_bpe_graph,d2g2,63114,66374,12242,65400,3646
17138,lw_bpe_graph,d2g2,73024,44024,74425,78876,77207
17240,lw_bpe_graph,d2g2,14808,59882,31592,4805,73911
17298,lw_bpe_graph,d2g2,51923,64854,48117,38971,54555
17348,lw_bpe_graph,d2g2,41811,48763,36331,75964,61325
17383,lw_bpe_graph,d2g2,74313,70580,30404,71872,10184
17465,lw_bpe_graph,d2g2,61919,372,7587,51272,3988
17617,lw_bpe_graph,d2g2,55120,5462,50072,68406,76999
17665,lw_bpe_graph,d2g2,9282,70156,47678,37374,75379
17770,lw_bpe_graph,d2g2,55507,61542,63477,32778,4843
17850,lw_bpe_graph,d2g2,38212,51041,48465,66251,64423
17888,lw_bpe_graph,d2g2,14389,66584,25243,76521,76346
17921,lw_bpe_graph,d2g2,5687,51330,347,73680,34337
17998,lw_bpe_graph,d2g2,2708,53092,58977,18523,2103
18169,lw_bpe_graph,d2g2,55524,21320,20691,34921,53672
18224,lw_bpe_graph,d2g2,73825,69364,29141,20152,11115
18320,lw_bpe_graph,d2g2,78034,61868,53156,7168,77981
18424,lw_bpe_graph,d2g2,39067,61057,61610,22868,17077
18427,lw_bpe_graph,d2g2,16400,72305,76963,51153,22104
18441,lw_bpe_graph,d2g2,47132,10475,17198,25215,42321
18479,lw_bpe_graph,d2g2,2211,41999,43311,52638,21859
18537,lw_bpe_graph,d2g2,38120,70551,61610,4973,8491
18601,lw_bpe_graph,d2g2,43275,8025,75392,56902,72989
18622,lw_bpe_graph,d2g2,42347,10392,9641,46492,4669
18665,lw_bpe_graph,d2g2,52938,75094,74714,48162,4645
18756,lw_bpe_graph,d2g2,6438,13665,23590,55155,5501
18879,lw_bpe_graph,d2g2,62380,15276,14329,53806,46503
18904,lw_bpe_graph,d2g2,34127,55109,13938,56834,15016
19235,lw_bpe_graph,d2g2,78312,72807,35613,22820,6784
19462,lw_bpe_graph,d2g2,74760,45082,63234,3110,32817
19649,lw_bpe_graph,d2g2,39050,54491,24426,55841,64679
19688,lw_bpe_graph,d2g2,27863,54595,33529,76898,16863
19717,lw_bpe_graph,d2g2,41075,41961,40975,27355,55737
19777,lw_bpe_graph,d2g2,2647,16884,54827,27295,71489
19801,lw_bpe_graph,d2g2,42292,78505,4775,71606,400
19874,lw_bpe_graph,d2g2,50186,877,43201,70589,36785
19994,lw_bpe_graph,d2g2,42465,69421,28161,25015,49559
20083,lw_bpe_graph,d2g2,52786,18928,10456,50864,7996
20234,lw_bpe_graph,d2g2,57959,19433,2816,38859,40485
20266,lw_bpe_graph,d2g2,53312,14265,78241,64251,68171
20388,lw_bpe_graph,d2g2,37852,30390,25866,13358,7342
20399,lw_bpe_graph,d2g2,30656,25233,77653,49585,46070
20547,lw_bpe_graph,d2g2,27842,44629,50648,40896,831
20740,lw_bpe_graph,d2g2,43157,35182,33109,56348,61317
20852,lw_bpe_graph,d2g2,76586,53025,32443,41025,67505
21179,lw_bpe_graph,d2g2,52449,49574,25068,43852,52994
21221,lw_bpe_graph,d2g2,61889,46634,149,15952,36199
21276,lw_bpe_graph,d2g2,77241,72949,5113,42321,47190
21281,lw_bpe_graph,d2g2,25802,35604,22618,19518,60454
21285,lw_bpe_graph,d2g2,8369,37135,53470,54465,14940
21315,lw_bpe_graph,d2g2,69848,14804,26412,14585,41158
21497,lw_bpe_graph,d2g2,48669,77708,19761,6818,39288
21536,lw_bpe_graph,d2g2,61805,75220,2872,61309,32402
21607,lw_bpe_graph,d2g2,61337,60143,68634,59803,66157
21639,lw_bpe_graph,d2g2,17908,61869,29868,18850,75484
21737,lw_bpe_graph,d2g2,62574,42006,10036,57732,6728
21949,lw_bpe_graph,d2g2,50293,35532,74924,28090,71418
22160,lw_bpe_graph,d2g2,64377,7636,45157,59438,45435
22231,lw_bpe_graph,d2g2,23789,16484,21942,75686,35115
22265,lw_bpe_graph,d2g2,63629,36664,37064,69421,40676
22277,lw_bpe_graph,d2g2,27060,47868,20480,30937,60690
22313,lw_bpe_graph,d2g2,6309,30194,22489,44537,71305
22342,lw_bpe_graph,d2g2,28979,50389,16991,22889,25083
22353,lw_bpe_graph,d2g2,59925,29094,25090,49133,17626
22622,lw_bpe_graph,d2g2,177,7798,42327,47591,1032
22775,lw_bpe_graph,d2g2,52193,12824,23993,60603,29863
22868,lw_bpe_graph,d2g2,57552,49063,66995,56672,50628
22870,lw_bpe_graph,d2g2,43238,64640,5721,1547,3615
22877,lw_bpe_graph,d2g2,22368,17692,13559,56630,18043
22940,lw_bpe_graph,d2g2,7550,44272,57878,58548,23690
22963,lw_bpe_graph,d2g2,2195,52683,26547,41313,61777
22972,lw_bpe_graph,d2g2,69116,21122,66376,33350,42720
23087,lw_bpe_graph,d2g2,19821,16908,63015,61424,22759
23132,lw_bpe_graph,d2g2,3608,5027,47354,65225,20720
23159,lw_bpe_graph,d2g2,69228,75884,46377,28475,65708
23226,lw_bpe_graph,d2g2,33290,61131,34228,1885,12080
23256,lw_bpe_graph,d2g2,14050,2964,31874,48702,67104
23349,lw_bpe_graph,d2g2,10703,39090,39176,44475,18320
23366,lw_bpe_graph,d2g2,23809,16247,11522,72193,76446
23417,lw_bpe_graph,d2g2,33556,31709,71374,74452,30237
23446,lw_bpe_graph,d2g2,17881,23853,41430,17784,64681
23535,lw_bpe_graph,d2g2,63916,59409,21023,66160,53965
23570,lw_bpe_graph,d2g2,42743,1806,25721,37554,22986
23599,lw_bpe_graph,d2g2,61668,27707,52822,23321,28575
23643,lw_bpe_graph,d2g2,75293,5843,3819,78527,39298
23706,lw_bpe_graph,d2g2,19681,37053,41584,71831,66228
24002,lw_bpe_graph,d2g2,54583,67995,70097,76328,18117
24078,lw_bpe_graph,d2g2,12519,1232,42799,76277,38521
24085,lw_bpe_graph,d2g2,27012,65600,60695,11695,15265
24087,lw_bpe_graph,d2g2,74044,30946,16836,23531,11738
24118,lw_bpe_graph,d2g2,30479,17147,25892,19865,52899
24218,lw_bpe_graph,d2g2,66910,7451,43960,36262,30974
24459,lw_bpe_graph,d2g2,7050,4001,27869,16567,38791
24486,lw_bpe_graph,d2g2,72145,63081,66046,52305,29332
24554,lw_bpe_graph,d2g2,49801,70743,60668,15268,27380
24603,lw_bpe_graph,d2g2,54569,32145,22645,45686,76655
24667,lw_bpe_graph,d2g2,49720,38584,37694,15242,54271
24675,lw_bpe_graph,d2g2,15525,45525,38845,6819,9982
24686,lw_bpe_graph,d2g2,28011,52471,35883,33665,74718
24706,lw_bpe_graph,d2g2,66347,65750,60140,13307,51410
24740,lw_bpe_graph,d2g2,33321,15132,75247,21026,24033
24746,lw_bpe_graph,d2g2,14413,18071,54919,57447,2383
24747,lw_bpe_graph,d2g2,4613,8112,51861,40978,73424
24776,lw_bpe_graph,d2g2,1892,70516,1696,8496,32693
24979,lw_bpe_graph,d2g2,26487,61886,1263,29972,10761
25049,lw_bpe_graph,d2g2,30851,66699,30000,55739,63450
25157,lw_bpe_graph,d2g2,2523,62920,16280,18064,478
25209,lw_bpe_graph,d2g2,54341,36063,44682,12707,40101
25367,lw_bpe_graph,d2g2,3324,29078,2703,36278,7414
25399,lw_bpe_graph,d2g2,68457,73992,49165,58735,27705
25488,lw_bpe_graph,d2g2,26130,47580,64747,15478,17015
25513,lw_bpe_graph,d2g2,53473,59854,61582,57602,77434
25598,lw_bpe_graph,d2g2,21708,73262,11451,8161,43291
25663,lw_bpe_graph,d2g2,29485,41582,58262,70580,21497
25987,lw_bpe_graph,d2g2,76774,38101,54912,19654,17743
26113,lw_bpe_graph,d2g2,9416,76994,25724,26493,43418
26222,lw_bpe_graph,d2g2,51516,36129,75045,29757,42306
26379,lw_bpe_graph,d2g2,68614,29191,50998,40724,27903
26385,lw_bpe_graph,d2g2,67189,70221,8099,8916,64582
26396,lw_bpe_graph,d2g2,58780,47294,8981,23630,75825
26438,lw_bpe_graph,d2g2,39744,49777,43420,22130,37662
26445,lw_bpe_graph,d2g2,21226,43333,20461,64724,49247
26662,lw_bpe_graph,d2g2,71069,66105,42095,77285,3627
26764,lw_bpe_graph,d2g2,8498,22627,58083,72066,40536
26856,lw_bpe_graph,d2g2,69310,30770,20786,65092,10866
26971,lw_bpe_graph,d2g2,1337,78229,56791,26639,67728
27038,lw_bpe_graph,d2g2,72694,50126,9407,68890,9740
27104,lw_bpe_graph,d2g2,31865,69014,67389,75689,75654
27237,lw_bpe_graph,d2g2,57774,58590,77213,6506,10571
27259,lw_bpe_graph,d2g2,42243,43988,21492,47476,24697
27261,lw_bpe_graph,d2g2,28309,3943,52409,6973,50931
27300,lw_bpe_graph,d2g2,32004,50838,78245,56155,16328
27334,lw_bpe_graph,d2g2,43624,71391,31788,47213,49746
27403,lw_bpe_graph,d2g2,78439,67865,23680,15757,70096
27491,lw_bpe_graph,d2g2,37642,52385,2412,21102,43873
27590,lw_bpe_graph,d2g2,43604,67318,6328,24095,60094
27726,lw_bpe_graph,d2g2,27042,56814,51698,39232,42897
27903,lw_bpe_graph,d2g2,11330,70560,45256,57382,14080
28013,lw_bpe_graph,d2g2,52536,13257,29251,14792,34846
28302,lw_bpe_graph,d2g2,31178,11955,57720,61705,707
28379,lw_bpe_graph,d2g2,25635,72746,54075,22953,23986
28381,lw_bpe_graph,d2g2,31166,35132,31029,67100,11878
28466,lw_bpe_graph,d2g2,23233,7084,2195,56276,37064
28493,lw_bpe_graph,d2g2,10130,32061,46347,76864,73000
28515,lw_bpe_graph,d2g2,69714,65094,4518,66658,52767
28533,lw_bpe_graph,d2g2,1471,74097,44035,3737,48266
28580,lw_bpe_graph,d2g2,707,19129,78327,53451,59066
28731,lw_bpe_graph,d2g2,47511,37161,69441,51067,47601
28737,lw_bpe_graph,d2g2,77142,28112,71844,40308,43366
28844,lw_bpe_graph,d2g2,31208,47103,73958,19587,60845
28853,lw_bpe_graph,d2g2,57118,70084,22148,44129,27821
28976,lw_bpe_graph,d2g2,41759,36316,35794,47469,75769
29083,lw_bpe_graph,d2g2,36479,45874,58678,54561,38614
29217,lw_bpe_graph,d2g2,20931,26516,39555,21917,55667
29368,lw_bpe_graph,d2g2,26127,73539,54691,48093,38725
29381,lw_bpe_graph,d2g2,1335,2338,16525,37900,61415
29448,lw_bpe_graph,d2g2,68465,55046,43504,33456,73637
29536,lw_bpe_graph,d2g2,28263,9789,48467,11043,49861
29580,lw_bpe_graph,d2g2,50962,39543,67399,72797,50299
29708,lw_bpe_graph,d2g2,30295,46950,61988,74505,72997
29779,lw_bpe_graph,d2g2,39205,37124,23336,3753,32911
29813,lw_bpe_graph,d2g2,66669,24600,1604,1910,78493
29916,lw_bpe_graph,d2g2,17578,57901,61800,17862,50981
29948,lw_bpe_graph,d2g2,44493,9437,37297,22164,72537
29972,lw_bpe_graph,d2g2,1405,1263,28472,63309,40150
30144,lw_bpe_graph,d2g2,42146,6301,68141,45072,4994
30229,lw_bpe_graph,d2g2,10571,49495,75522,34685,306
30239,lw_bpe_graph,d2g2,19851,50776,48048,27736,19066
30313,lw_bpe_graph,d2g2,36686,8373,64939,247,53456
30372,lw_bpe_graph,d2g2,26676,59307,10436,54485,306
30434,lw_bpe_graph,d2g2,32675,25721,31986,69062,6799
30446,lw_bpe_graph,d2g2,1048,255,5790,17511,21325
30622,lw_bpe_graph,d2g2,49404,19681,2211,58506,63226
30628,lw_bpe_graph,d2g2,68533,27333,71097,44640,69904
30713,lw_bpe_graph,d2g2,7125,68307,36491,69942,40352
30725,lw_bpe_graph,d2g2,3991,7244,24319,2179,43230
30746,lw_bpe_graph,d2g2,28851,34655,54492,11042,245
30806,lw_bpe_graph,d2g2,55964,63127,76246,27231,68996
30816,lw_bpe_graph,d2g2,68075,21845,13696,20950,37250
30873,lw_bpe_graph,d2g2,54407,59307,63239,57036,59341
31015,lw_bpe_graph,d2g2,74006,10918,40942,36396,64259
31085,lw_bpe_graph,d2g2,75101,6601,10596,16577,5601
31129,lw_bpe_graph,d2g2,68726,10677,78749,39067,75754
31273,lw_bpe_graph,d2g2,54369,60330,758,9168,57517
31401,lw_bpe_graph,d2g2,74861,72144,61649,47215,73308
31439,lw_bpe_graph,d2g2,73109,68632,48562,21227,54686
31548,lw_bpe_graph,d2g2,63163,35873,16532,20696,78893
31571,lw_bpe_graph,d2g2,4394,14186,51636,63350,9563
31637,lw_bpe_graph,d2g2,45602,49742,38790,43852,5321
31685,lw_bpe_graph,d2g2,31934,71622,60481,69681,21855
31728,lw_bpe_graph,d2g2,76427,30238,39631,27692,53828
31827,lw_bpe_graph,d2g2,46989,54418,17522,53450,7552
31881,lw_bpe_graph,d2g2,17289,7739,60730,67726,66222
32109,lw_bpe_graph,d2g2,20239,44866,41398,13307,61927
32110,lw_bpe_graph,d2g2,24015,23513,10085,12493,44368
32126,lw_bpe_graph,d2g2,67062,43192,30539,56868,26604
