,book_id,recommendation_1,recommendation_2,recommendation_3,recommendation_4,recommendation_5,team_id,model_id
63,24218,57718,50165,16243,68152,17375,dataminerz,rule_based_v2
64,21949,78562,51892,52327,45793,13852,dataminerz,rule_based_v2
65,76242,44749,15258,10505,8474,5563,dataminerz,rule_based_v2
66,71112,41032,35865,78023,30547,56096,dataminerz,rule_based_v2
67,52656,25943,34321,55218,67082,16779,dataminerz,rule_based_v2
68,31439,4804,3494,46390,13520,40411,dataminerz,rule_based_v2
69,39515,54656,9419,16782,48838,76795,dataminerz,rule_based_v2
70,53672,48259,73965,55294,2758,37059,dataminerz,rule_based_v2
71,67909,42631,22621,56838,12369,40795,dataminerz,rule_based_v2
72,44197,61431,52074,59591,66152,7828,dataminerz,rule_based_v2
73,68772,44920,2082,73693,47762,23188,dataminerz,rule_based_v2
74,73203,47481,758,72820,27095,46962,dataminerz,rule_based_v2
75,30873,25201,36149,58917,70536,50785,dataminerz,rule_based_v2
76,76629,72561,47012,61747,24799,69213,dataminerz,rule_based_v2
77,3527,77268,41927,68098,22192,65464,dataminerz,rule_based_v2
78,52884,24466,6406,31648,53146,37667,dataminerz,rule_based_v2
79,18224,45797,2206,76380,63664,51905,dataminerz,rule_based_v2
80,39309,29309,45902,1424,74173,32598,dataminerz,rule_based_v2
81,8288,28729,46223,69726,58123,24257,dataminerz,rule_based_v2
82,40312,35291,10460,32971,26166,2046,dataminerz,rule_based_v2
83,35418,67381,49487,13443,52178,77911,dataminerz,rule_based_v2
84,52705,62837,62146,54377,38389,23691,dataminerz,rule_based_v2
85,26856,37435,78288,54353,42473,63827,dataminerz,rule_based_v2
86,66497,14617,61673,49887,67839,69237,dataminerz,rule_based_v2
87,55326,28487,1868,1598,5887,66188,dataminerz,rule_based_v2
88,66928,23615,45364,2684,29997,40448,dataminerz,rule_based_v2
89,76762,64261,52809,55794,47364,13198,dataminerz,rule_based_v2
90,39766,53033,15389,15536,14602,10029,dataminerz,rule_based_v2
91,23366,70026,48569,24380,16247,23809,dataminerz,rule_based_v2
92,59734,37404,7253,64655,22979,167,dataminerz,rule_based_v2
93,41020,38681,16350,40839,40266,27963,dataminerz,rule_based_v2
94,74389,49526,33344,72749,14283,43430,dataminerz,rule_based_v2
95,40113,3266,78512,19508,72621,22368,dataminerz,rule_based_v2
96,32980,27520,37939,31168,22097,59378,dataminerz,rule_based_v2
97,47068,61144,67657,25122,73097,14540,dataminerz,rule_based_v2
98,52192,4421,24358,37399,61016,5341,dataminerz,rule_based_v2
99,22622,177,30331,45146,44818,32057,dataminerz,rule_based_v2
100,54835,72155,73277,75815,33202,55611,dataminerz,rule_based_v2
101,851,72857,39338,63068,71544,74064,dataminerz,rule_based_v2
102,28379,26211,38907,23043,13609,11168,dataminerz,rule_based_v2
103,17009,54944,86,21148,73679,31329,dataminerz,rule_based_v2
104,1486,16640,43093,32147,46903,39964,dataminerz,rule_based_v2
105,62630,12085,48592,56445,23879,23660,dataminerz,rule_based_v2
106,6741,14278,999,77980,57397,40463,dataminerz,rule_based_v2
107,22265,63274,26620,46041,66112,4142,dataminerz,rule_based_v2
108,48796,34460,12413,24488,58137,30924,dataminerz,rule_based_v2
109,26445,33154,29243,50514,49824,49494,dataminerz,rule_based_v2
110,457,9111,24408,18647,20550,23980,dataminerz,rule_based_v2
111,35752,11898,61832,30688,66311,63037,dataminerz,rule_based_v2
112,47491,66068,18033,51507,41254,14690,dataminerz,rule_based_v2
113,43762,12730,52422,76611,64370,47677,dataminerz,rule_based_v2
114,23599,72790,33244,63932,34871,34893,dataminerz,rule_based_v2
115,2257,71355,57959,42265,12992,68830,dataminerz,rule_based_v2
116,34670,63613,2249,26717,34743,69413,dataminerz,rule_based_v2
117,74105,21447,78999,16306,49728,59617,dataminerz,rule_based_v2
118,35720,41884,543,45114,8354,26539,dataminerz,rule_based_v2
119,71526,50656,43090,60823,65856,5132,dataminerz,rule_based_v2
120,21737,76533,54423,49655,38579,16923,dataminerz,rule_based_v2
121,1640,54791,3715,77004,37233,14540,dataminerz,rule_based_v2
122,33814,35278,29313,7509,69910,22448,dataminerz,rule_based_v2
123,78998,46065,40412,19321,30283,18996,dataminerz,rule_based_v2
124,42328,58589,45513,71108,50232,72685,dataminerz,rule_based_v2
125,23446,9556,41430,55332,17881,63207,dataminerz,rule_based_v2
126,72959,6189,42272,49431,74605,75806,dataminerz,rule_based_v2
127,21221,74246,56001,899,48080,63156,dataminerz,rule_based_v2
128,12564,37220,20058,41175,53981,74216,dataminerz,rule_based_v2
129,29381,40728,8678,25381,4653,2198,dataminerz,rule_based_v2
130,22775,45386,39729,6710,53101,36588,dataminerz,rule_based_v2
131,13131,45574,78370,41716,53915,66083,dataminerz,rule_based_v2
132,8861,21592,33927,23004,58030,22226,dataminerz,rule_based_v2
133,73868,70050,73551,11037,30226,21290,dataminerz,rule_based_v2
134,7084,13537,36824,77657,45619,40284,dataminerz,rule_based_v2
135,22877,22368,50547,56141,8838,9796,dataminerz,rule_based_v2
136,66339,7356,55831,39842,31271,41938,dataminerz,rule_based_v2
137,49803,8105,57596,2069,30149,62753,dataminerz,rule_based_v2
138,9884,10852,45750,31768,21425,59945,dataminerz,rule_based_v2
139,75345,73296,71492,35694,73842,53778,dataminerz,rule_based_v2
140,45841,66469,13097,78281,74464,33984,dataminerz,rule_based_v2
141,63764,64971,37835,74274,52008,54486,dataminerz,rule_based_v2
142,30434,59674,55637,50324,71421,8678,dataminerz,rule_based_v2
143,52519,38857,63513,44265,66973,22963,dataminerz,rule_based_v2
144,37378,21763,13975,23583,22172,18109,dataminerz,rule_based_v2
145,49952,47003,44504,29960,14725,7660,dataminerz,rule_based_v2
146,7445,16987,20893,55548,22307,63472,dataminerz,rule_based_v2
147,17850,64423,4786,36614,11323,30906,dataminerz,rule_based_v2
148,42566,15288,76510,68293,71486,35789,dataminerz,rule_based_v2
149,43679,65573,2499,29271,430,64517,dataminerz,rule_based_v2
150,24002,58939,22823,163,69625,69674,dataminerz,rule_based_v2
151,68253,74414,46556,29051,5566,64547,dataminerz,rule_based_v2
152,73552,48336,9820,39741,16294,22640,dataminerz,rule_based_v2
153,38164,64960,5272,59896,13718,7794,dataminerz,rule_based_v2
154,57464,40362,20145,37909,21090,11714,dataminerz,rule_based_v2
155,76331,34278,25035,28432,70113,19156,dataminerz,rule_based_v2
156,12568,46488,32257,37551,38897,49241,dataminerz,rule_based_v2
157,63107,48489,39859,66169,71919,58634,dataminerz,rule_based_v2
158,39971,41148,47127,17101,58603,52354,dataminerz,rule_based_v2
159,24776,16766,1892,70516,20157,7323,dataminerz,rule_based_v2
160,53717,17049,9817,9299,46372,10932,dataminerz,rule_based_v2
161,77554,19014,63610,62101,60037,23946,dataminerz,rule_based_v2
162,59821,19434,12805,38947,57941,277,dataminerz,rule_based_v2
163,12725,21973,72941,52165,40055,77745,dataminerz,rule_based_v2
164,1235,34218,3441,42978,36755,69798,dataminerz,rule_based_v2
165,37797,19755,74553,49149,28230,20286,dataminerz,rule_based_v2
166,29368,54691,70718,48051,69433,70382,dataminerz,rule_based_v2
167,11378,39990,64962,72900,49518,28957,dataminerz,rule_based_v2
168,47933,53380,42723,10704,19827,62714,dataminerz,rule_based_v2
169,57628,44659,42830,55345,72296,11840,dataminerz,rule_based_v2
170,11682,28211,13920,69269,15082,33928,dataminerz,rule_based_v2
171,28302,20168,18666,29146,70576,7422,dataminerz,rule_based_v2
172,24078,78528,57233,65406,73017,37605,dataminerz,rule_based_v2
173,7924,4395,25600,40309,42384,2284,dataminerz,rule_based_v2
174,71202,34138,58574,61720,73134,20036,dataminerz,rule_based_v2
175,38543,8896,62295,52527,51893,51691,dataminerz,rule_based_v2
176,54586,66443,58960,67009,29641,40129,dataminerz,rule_based_v2
177,9612,51908,29361,35796,18039,22653,dataminerz,rule_based_v2
178,43313,60123,1075,24940,48001,31880,dataminerz,rule_based_v2
179,14750,75966,50470,4593,40183,11591,dataminerz,rule_based_v2
180,52053,10528,8147,50137,52188,43358,dataminerz,rule_based_v2
181,51638,26403,8635,54009,58512,41411,dataminerz,rule_based_v2
182,61875,4173,55198,27299,68458,58606,dataminerz,rule_based_v2
183,42039,73674,38236,34767,22238,7778,dataminerz,rule_based_v2
184,27104,25970,18204,78177,31716,23626,dataminerz,rule_based_v2
185,12209,61362,29505,30629,47062,1179,dataminerz,rule_based_v2
186,79016,59121,26847,16151,6624,48308,dataminerz,rule_based_v2
187,14436,30058,22057,45543,55439,22247,dataminerz,rule_based_v2
188,75422,47440,23134,68550,31416,35664,dataminerz,rule_based_v2
189,10482,61611,57808,77620,29197,63135,dataminerz,rule_based_v2
190,24686,58469,31209,35821,17701,10726,dataminerz,rule_based_v2
191,50313,60168,42807,15118,72569,44868,dataminerz,rule_based_v2
192,37854,68099,45683,33149,25124,71256,dataminerz,rule_based_v2
193,66750,12857,28879,36835,49709,53377,dataminerz,rule_based_v2
194,16585,35336,47621,46258,58049,59752,dataminerz,rule_based_v2
195,28466,54483,18302,25768,25576,34082,dataminerz,rule_based_v2
196,51560,9953,75727,17354,38816,46897,dataminerz,rule_based_v2
197,13374,64256,41192,33708,36478,73419,dataminerz,rule_based_v2
198,13014,51898,12920,31141,2334,47544,dataminerz,rule_based_v2
199,57674,68156,9523,26802,52454,15851,dataminerz,rule_based_v2
200,18756,42385,35061,15370,29373,10307,dataminerz,rule_based_v2
201,51964,60800,41192,2394,30136,13010,dataminerz,rule_based_v2
202,27403,78177,25970,31716,27104,18204,dataminerz,rule_based_v2
203,10871,43194,29064,36150,28324,62776,dataminerz,rule_based_v2
204,35456,71944,6247,55380,40389,18102,dataminerz,rule_based_v2
205,74872,19300,75976,27186,37870,28120,dataminerz,rule_based_v2
206,63457,13745,74812,35008,29411,47279,dataminerz,rule_based_v2
207,55057,71333,62837,18881,19065,33194,dataminerz,rule_based_v2
208,43032,55843,17477,58354,69767,78852,dataminerz,rule_based_v2
209,72231,67638,29189,28603,51328,23970,dataminerz,rule_based_v2
210,59605,23477,43862,22792,22308,23233,dataminerz,rule_based_v2
211,65903,27564,979,59561,4608,28335,dataminerz,rule_based_v2
212,28580,78388,26626,36235,60902,67076,dataminerz,rule_based_v2
213,5197,39697,69855,876,37257,1069,dataminerz,rule_based_v2
214,34939,16239,33172,67360,17726,7752,dataminerz,rule_based_v2
215,12077,42416,59447,16049,8471,25275,dataminerz,rule_based_v2
216,24979,17446,58750,18900,13320,64504,dataminerz,rule_based_v2
217,37711,14114,32453,38002,13816,24803,dataminerz,rule_based_v2
218,14162,34395,1975,10095,47706,6386,dataminerz,rule_based_v2
219,30806,6537,61968,64071,77277,44499,dataminerz,rule_based_v2
220,2612,53553,64792,37789,55147,10277,dataminerz,rule_based_v2
221,12640,27034,74956,6244,51040,48131,dataminerz,rule_based_v2
222,38637,59357,17674,69993,50181,7748,dataminerz,rule_based_v2
223,44894,13324,42630,61510,39243,46316,dataminerz,rule_based_v2
224,35904,55654,70213,75468,60062,8687,dataminerz,rule_based_v2
225,6790,63565,56268,58217,70465,37584,dataminerz,rule_based_v2
226,38368,35835,31910,45784,14273,28369,dataminerz,rule_based_v2
227,27726,4481,20832,34571,33923,8137,dataminerz,rule_based_v2
228,4890,11324,49185,61118,30490,38506,dataminerz,rule_based_v2
229,57598,11561,26284,43331,22591,68099,dataminerz,rule_based_v2
230,44452,40006,22651,54319,71640,62846,dataminerz,rule_based_v2
231,44327,27059,35738,52333,19170,27691,dataminerz,rule_based_v2
232,21276,61525,75189,74083,27817,69939,dataminerz,rule_based_v2
233,35579,13616,10357,62097,172,35009,dataminerz,rule_based_v2
234,56629,77405,72652,49223,67701,61162,dataminerz,rule_based_v2
235,48231,8037,76493,3245,75167,26599,dataminerz,rule_based_v2
236,58737,43997,48726,24404,30781,76141,dataminerz,rule_based_v2
237,9001,51227,71934,2598,17472,7184,dataminerz,rule_based_v2
238,19462,70199,41705,73146,68686,32817,dataminerz,rule_based_v2
239,68076,67621,51049,47128,6158,6419,dataminerz,rule_based_v2
240,66224,45138,65826,49008,34399,67928,dataminerz,rule_based_v2
241,18479,64711,32230,45283,7955,9964,dataminerz,rule_based_v2
242,32532,18137,33987,10741,74706,54509,dataminerz,rule_based_v2
243,53813,15302,73660,52131,72887,5872,dataminerz,rule_based_v2
244,43877,53889,70378,52520,33530,56235,dataminerz,rule_based_v2
245,34078,74296,17557,1692,78477,63675,dataminerz,rule_based_v2
246,337,41206,25910,18583,62933,25062,dataminerz,rule_based_v2
247,35094,60807,28907,63923,26953,70342,dataminerz,rule_based_v2
248,59769,17233,71547,35717,58277,1349,dataminerz,rule_based_v2
249,78279,13385,16276,39534,37680,12661,dataminerz,rule_based_v2
250,62535,3191,72402,50471,41658,75669,dataminerz,rule_based_v2
251,3268,67434,19908,18890,15016,44739,dataminerz,rule_based_v2
252,663,24713,48017,69456,11336,6730,dataminerz,rule_based_v2
253,21607,4729,47262,1507,10817,64967,dataminerz,rule_based_v2
254,38083,5802,58807,29393,21643,60807,dataminerz,rule_based_v2
255,49587,67298,41100,45795,23783,9404,dataminerz,rule_based_v2
256,48127,67816,69998,4243,44045,12640,dataminerz,rule_based_v2
257,17465,12322,6761,7431,15905,29278,dataminerz,rule_based_v2
258,53838,51215,43407,66064,67488,59633,dataminerz,rule_based_v2
259,53134,46406,30559,25408,28885,50092,dataminerz,rule_based_v2
260,10841,33485,67253,28775,66182,30757,dataminerz,rule_based_v2
261,11169,39352,13407,3693,2415,20240,dataminerz,rule_based_v2
262,68764,24480,71730,65102,24016,71884,dataminerz,rule_based_v2
263,37998,9832,29118,65895,40576,42695,dataminerz,rule_based_v2
264,51042,57806,38804,19785,67416,32001,dataminerz,rule_based_v2
265,67506,70419,56101,39427,60619,59419,dataminerz,rule_based_v2
266,636,17283,54581,43852,57430,38247,dataminerz,rule_based_v2
267,45286,70651,15275,12696,11697,76718,dataminerz,rule_based_v2
268,18427,8289,39843,43816,39496,32051,dataminerz,rule_based_v2
269,24554,37499,4797,63420,35171,55567,dataminerz,rule_based_v2
270,36175,15194,5372,69162,54107,50293,dataminerz,rule_based_v2
271,72138,36747,36685,60070,57450,38348,dataminerz,rule_based_v2
272,45594,26015,43606,54617,26295,62353,dataminerz,rule_based_v2
273,33525,33379,3991,10676,38065,28740,dataminerz,rule_based_v2
274,8296,71315,67551,66599,44611,7672,dataminerz,rule_based_v2
275,56597,33562,31166,21547,26976,36368,dataminerz,rule_based_v2
276,61794,8117,5458,9196,29630,39771,dataminerz,rule_based_v2
277,55154,28576,3339,53873,23414,65417,dataminerz,rule_based_v2
278,7977,47154,77564,44351,22641,67550,dataminerz,rule_based_v2
279,53078,22450,72209,372,7762,27985,dataminerz,rule_based_v2
280,34125,31609,13347,28880,17467,54360,dataminerz,rule_based_v2
281,47597,76645,66916,6006,12392,3301,dataminerz,rule_based_v2
282,65833,28099,22085,52343,41327,11505,dataminerz,rule_based_v2
283,5733,71268,45328,78078,22168,75636,dataminerz,rule_based_v2
284,22160,77507,55777,30283,44248,67180,dataminerz,rule_based_v2
285,70190,22848,2022,47966,34321,14551,dataminerz,rule_based_v2
286,41219,27648,45268,59982,3153,71806,dataminerz,rule_based_v2
287,53100,10899,31659,4827,15786,45380,dataminerz,rule_based_v2
288,45871,45680,44786,17508,49685,13450,dataminerz,rule_based_v2
289,61636,41443,25946,37812,1159,35535,dataminerz,rule_based_v2
290,32754,76703,41403,2289,21671,62755,dataminerz,rule_based_v2
291,72607,34751,32809,77315,54281,1406,dataminerz,rule_based_v2
292,60216,15254,24281,38201,72727,58454,dataminerz,rule_based_v2
293,26438,39744,40811,47615,6781,2444,dataminerz,rule_based_v2
294,29972,58343,55623,62992,66369,9714,dataminerz,rule_based_v2
295,73256,31812,68952,47166,19920,60511,dataminerz,rule_based_v2
296,20740,77278,40131,20475,57500,43524,dataminerz,rule_based_v2
297,24675,26079,50160,32230,1290,43193,dataminerz,rule_based_v2
298,58404,77597,45173,53842,35662,69862,dataminerz,rule_based_v2
299,47464,74743,64456,35993,49836,54397,dataminerz,rule_based_v2
300,39665,54740,48181,31655,10161,28169,dataminerz,rule_based_v2
301,18622,8876,26337,10668,2344,67917,dataminerz,rule_based_v2
302,30229,77357,64288,6266,67161,34465,dataminerz,rule_based_v2
303,71353,72445,43651,20233,37986,16831,dataminerz,rule_based_v2
304,61514,77469,52940,53978,25182,45390,dataminerz,rule_based_v2
305,27259,49717,68539,27975,15323,10474,dataminerz,rule_based_v2
306,45613,35100,43067,54645,75946,77861,dataminerz,rule_based_v2
307,22972,23923,69067,14796,70515,51731,dataminerz,rule_based_v2
308,45435,45540,5132,28326,62603,69153,dataminerz,rule_based_v2
309,62993,32559,24812,11845,31660,78204,dataminerz,rule_based_v2
310,46931,11078,35145,47291,74047,71740,dataminerz,rule_based_v2
311,65465,46187,9846,32022,10789,28082,dataminerz,rule_based_v2
312,60384,62267,5063,10132,64922,56401,dataminerz,rule_based_v2
313,31881,60730,17289,54640,33315,16626,dataminerz,rule_based_v2
314,6530,3319,17848,45505,7209,28094,dataminerz,rule_based_v2
315,21179,76695,40731,64552,15726,44765,dataminerz,rule_based_v2
316,28853,68269,48883,22148,15598,26405,dataminerz,rule_based_v2
317,15039,52163,28578,42154,33961,30376,dataminerz,rule_based_v2
318,47838,70572,74965,57415,33698,5958,dataminerz,rule_based_v2
319,27334,47213,71391,43624,31788,23229,dataminerz,rule_based_v2
320,3425,35582,66516,25918,53159,21715,dataminerz,rule_based_v2
321,29779,71877,14769,23115,5341,25762,dataminerz,rule_based_v2
322,1103,3398,49788,65196,50309,65124,dataminerz,rule_based_v2
323,10426,29722,68094,47742,9417,16072,dataminerz,rule_based_v2
324,9179,14088,23639,16820,11350,38218,dataminerz,rule_based_v2
325,8109,25638,45586,21229,9164,56355,dataminerz,rule_based_v2
326,54461,33716,67917,70616,50266,66721,dataminerz,rule_based_v2
327,1071,73932,43821,33439,25379,15032,dataminerz,rule_based_v2
328,20234,43257,77639,2229,23229,48549,dataminerz,rule_based_v2
329,4525,9101,4123,53931,20944,74489,dataminerz,rule_based_v2
330,35236,66384,28540,71863,17840,38836,dataminerz,rule_based_v2
331,61752,70981,10138,30762,5841,43551,dataminerz,rule_based_v2
332,45955,28762,53285,22438,134,30900,dataminerz,rule_based_v2
333,259,35918,17338,35824,2540,34388,dataminerz,rule_based_v2
334,60087,19839,47549,31557,31258,62489,dataminerz,rule_based_v2
335,65860,54713,76570,11707,62979,20849,dataminerz,rule_based_v2
336,5498,53585,66622,74480,65049,48133,dataminerz,rule_based_v2
337,15472,72208,59517,1531,12491,28823,dataminerz,rule_based_v2
338,13056,56551,76661,34427,10303,18781,dataminerz,rule_based_v2
339,14122,38977,6440,28686,9411,1057,dataminerz,rule_based_v2
340,38840,35980,57960,31835,33680,24833,dataminerz,rule_based_v2
341,49396,25312,70925,40774,46651,43105,dataminerz,rule_based_v2
342,13180,426,40615,43337,56978,16178,dataminerz,rule_based_v2
343,16340,12431,51810,19533,76044,22424,dataminerz,rule_based_v2
344,78314,59058,26133,49349,17359,73322,dataminerz,rule_based_v2
345,1460,38835,12168,14343,51913,10929,dataminerz,rule_based_v2
346,42622,55140,33881,23442,15512,29275,dataminerz,rule_based_v2
347,6288,55327,40353,2787,4859,52564,dataminerz,rule_based_v2
348,15949,58046,45028,24445,8572,43712,dataminerz,rule_based_v2
349,15715,36574,30136,51964,60800,13010,dataminerz,rule_based_v2
350,16746,44489,4076,29572,8004,62929,dataminerz,rule_based_v2
351,33517,10606,68015,25847,11441,9802,dataminerz,rule_based_v2
352,2975,34152,1463,33219,9106,14556,dataminerz,rule_based_v2
353,62454,69234,38378,32812,41589,3205,dataminerz,rule_based_v2
354,71805,36031,51153,54338,31776,57880,dataminerz,rule_based_v2
355,67073,74142,63314,49516,2326,72708,dataminerz,rule_based_v2
356,77384,13094,13708,54847,64396,29339,dataminerz,rule_based_v2
357,5844,71149,21275,260,54204,43015,dataminerz,rule_based_v2
358,15767,47308,29396,76769,39747,67740,dataminerz,rule_based_v2
359,45935,76151,31275,50773,63496,76849,dataminerz,rule_based_v2
360,31637,44083,33575,3759,14161,73467,dataminerz,rule_based_v2
361,76150,33321,22598,63378,39283,54755,dataminerz,rule_based_v2
362,75867,27408,31571,26403,78832,2470,dataminerz,rule_based_v2
363,24085,31237,16892,61017,35877,15265,dataminerz,rule_based_v2
364,13973,2203,47044,78389,43608,72199,dataminerz,rule_based_v2
365,77574,36262,68920,78760,38751,56614,dataminerz,rule_based_v2
366,40017,50390,6747,51763,13854,63327,dataminerz,rule_based_v2
367,9036,30981,41100,71400,44705,25258,dataminerz,rule_based_v2
368,54145,9694,71739,13633,58209,38988,dataminerz,rule_based_v2
369,31685,31275,50773,32889,42237,7509,dataminerz,rule_based_v2
370,55613,14681,38548,49926,51102,62540,dataminerz,rule_based_v2
371,10307,35061,15370,29373,18756,68179,dataminerz,rule_based_v2
372,12152,62269,11053,42437,60905,15803,dataminerz,rule_based_v2
373,47621,58049,59752,48779,35336,28762,dataminerz,rule_based_v2
374,68427,63291,64371,76742,12638,50648,dataminerz,rule_based_v2
375,64596,33442,66301,53349,63658,72702,dataminerz,rule_based_v2
376,53003,39562,30364,23984,34218,47012,dataminerz,rule_based_v2
377,59985,6552,62065,8164,28335,5706,dataminerz,rule_based_v2
378,5384,25569,69768,48948,62311,29674,dataminerz,rule_based_v2
379,66903,12133,60751,70472,31349,48137,dataminerz,rule_based_v2
380,49099,22716,52310,70465,60531,38482,dataminerz,rule_based_v2
381,35947,53364,15217,50286,74067,74842,dataminerz,rule_based_v2
382,35048,49415,24798,36306,40894,5995,dataminerz,rule_based_v2
383,56453,42839,64810,29277,28733,76984,dataminerz,rule_based_v2
384,56939,29065,39524,33895,71100,8196,dataminerz,rule_based_v2
385,18904,45366,18539,26454,6123,7782,dataminerz,rule_based_v2
386,44025,71614,75472,51237,23031,38939,dataminerz,rule_based_v2
387,9012,76850,77475,2167,21621,69533,dataminerz,rule_based_v2
388,5892,3594,17358,7635,68345,28782,dataminerz,rule_based_v2
389,5119,9778,60787,14410,60648,49742,dataminerz,rule_based_v2
390,45068,37855,68275,33825,73312,59524,dataminerz,rule_based_v2
391,52685,69485,75868,55527,77196,58844,dataminerz,rule_based_v2
392,21281,25802,46075,35604,75875,31201,dataminerz,rule_based_v2
393,61125,34863,22164,24670,57218,16437,dataminerz,rule_based_v2
394,45116,75058,21643,55608,54697,78874,dataminerz,rule_based_v2
395,15854,38373,47732,19334,73253,76343,dataminerz,rule_based_v2
396,46634,5710,20535,31374,8668,63774,dataminerz,rule_based_v2
397,13970,9120,13886,59643,64330,30416,dataminerz,rule_based_v2
398,17998,53092,58977,2708,52920,18523,dataminerz,rule_based_v2
399,51002,20724,354,42826,30445,63379,dataminerz,rule_based_v2
400,70026,23366,48569,23809,16247,47764,dataminerz,rule_based_v2
401,4089,9089,11677,16726,75228,68824,dataminerz,rule_based_v2
402,56945,6079,26246,41513,75927,42388,dataminerz,rule_based_v2
403,50701,45994,67785,20311,65412,33666,dataminerz,rule_based_v2
404,28013,69869,29245,16288,7897,44983,dataminerz,rule_based_v2
405,72242,76787,65630,19314,77750,55583,dataminerz,rule_based_v2
406,69407,23693,46429,53341,73379,37102,dataminerz,rule_based_v2
407,67382,61786,17091,69837,61794,1702,dataminerz,rule_based_v2
408,48584,14578,31729,19472,26426,68109,dataminerz,rule_based_v2
